OBJECTID,FacilityID,FeederID,OperatingV,Constructi,Installati,NominalVol,BallastTyp,Ownership,SupportStr,CONSTRUC_1,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
549,L7,RMT002,380,5,997488000000,120,,Util,6999,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.778031,-88.13390875
550,L8,RMT002,380,5,997488000000,120,,Util,7000,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77805799,-88.13436377
551,L9,RMT002,380,5,997488000000,120,,Util,7001,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7780804,-88.13476564
552,P15L1,RMT002,380,5,997488000000,120,,Util,7186,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7784411,-88.13760952
553,L5,RMT002,380,5,997488000000,120,,Util,6488,Overhead,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77387923,-88.14444536
554,L1,RMT002,380,5,997488000000,120,,Util,6491,Overhead,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77479593,-88.14554709
555,L35,RMT002,380,5,997488000000,120,,Util,7044,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77523257,-88.14930567
556,L1,RMT002,380,5,997488000000,120,,Util,5456,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77213479,-88.14375846
557,L11,RMT002,380,5,997488000000,120,,Util,7052,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77375678,-88.15111991
558,L12,RMT002,380,5,997488000000,120,,Util,7053,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77391821,-88.15112014
559,L30,RMT002,380,5,997488000000,120,,Util,5536,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77366022,-88.14943038
560,L32,RMT002,380,5,997488000000,120,,Util,5537,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7730467,-88.14772054
561,L26,RMT002,380,5,997488000000,120,,Util,5538,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77289701,-88.14796601
562,L2,RMT002,380,5,997488000000,120,,Util,5539,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77462976,-88.14765194
563,L4,RMT002,380,5,997488000000,120,,Util,5541,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77281996,-88.14507873
564,L5,RMT002,380,5,997488000000,120,,Util,5542,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77294909,-88.14573955
565,L1,RMT002,380,5,997488000000,120,,Util,5543,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77462283,-88.1479041
566,L7,RMT002,380,5,997488000000,120,,Util,5544,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77412654,-88.14767042
567,L9,RMT002,380,5,997488000000,120,,Util,5545,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77391853,-88.14790184
568,L1,RMT002,380,5,997488000000,120,,Util,5546,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77365468,-88.13543225
569,L2,RMT002,380,5,997488000000,120,,Util,5547,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77399671,-88.13553303
570,L3,RMT002,380,5,997488000000,120,,Util,5548,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77447169,-88.13539343
571,L4,RMT002,380,5,997488000000,120,,Util,5364,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7747066,-88.13532884
572,L5,RMT002,380,5,997488000000,120,,Util,5365,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77486364,-88.13548505
573,L6,RMT002,380,5,997488000000,120,,Util,5366,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77532792,-88.1353366
574,L7,RMT002,380,5,997488000000,120,,Util,5367,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77560701,-88.13531421
575,L8,RMT002,380,5,997488000000,120,,Util,5368,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77576546,-88.13543645
576,L9,RMT002,380,5,997488000000,120,,Util,5369,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77640983,-88.13528362
577,L10,RMT002,380,5,997488000000,120,,Util,5370,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77680938,-88.1353789
578,L11,RMT002,380,5,997488000000,120,,Util,5371,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77720589,-88.13535352
579,L12,RMT002,380,5,997488000000,120,,Util,5372,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77733166,-88.13523496
580,L13,RMT002,380,5,997488000000,120,,Util,5373,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77761343,-88.13534293
581,L14,RMT002,380,5,997488000000,120,,Util,5374,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77800054,-88.13520808
582,L1,RMT002,380,5,997488000000,120,,Util,5375,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77732474,-88.13602886
583,L3,RMT002,380,5,997488000000,120,,Util,5376,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7772764,-88.13670748
584,L2,RMT002,380,5,997488000000,120,,Util,5377,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7773559,-88.13651786
585,L4,RMT002,380,5,997488000000,120,,Util,5378,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77739065,-88.13736396
586,L1,RMT002,380,5,997488000000,120,,Util,5498,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77573206,-88.13598827
587,L1,RMT002,380,5,997488000000,120,,Util,5379,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77334645,-88.13672928
588,L3,RMT002,380,5,997488000000,120,,Util,5549,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77434452,-88.13668486
589,L4,RMT002,380,5,997488000000,120,,Util,5380,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77493069,-88.136769
590,L5,RMT002,380,5,997488000000,120,,Util,5381,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77538877,-88.13661643
591,L6,RMT002,380,5,997488000000,120,,Util,5382,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77583585,-88.13672168
592,L2,RMT002,380,5,997488000000,120,,Util,5383,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77566881,-88.1365567
593,L7,RMT002,380,5,997488000000,120,,Util,5384,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77637874,-88.13657044
594,L8,RMT002,380,5,997488000000,120,,Util,5385,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77683151,-88.13665817
595,L9,RMT002,380,5,997488000000,120,,Util,5386,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77765805,-88.13660791
596,L12,RMT002,380,5,997488000000,120,,Util,5387,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77806723,-88.13648572
597,L13,RMT002,380,5,997488000000,120,,Util,5403,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77819376,-88.13643759
598,L2,RMT002,380,5,997488000000,120,,Util,5550,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77376096,-88.13682781
599,L54,RMT002,380,5,997488000000,120,,Util,5457,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77294782,-88.13832231
600,L1,RMT002,380,5,997488000000,120,,Util,5551,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77342624,-88.13808537
601,L2,RMT002,380,5,997488000000,120,,Util,5552,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77395172,-88.13820152
602,L2,RMT002,380,5,997488000000,120,,Util,5553,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77379654,-88.13800628
603,L1,RMT002,380,5,997488000000,120,,Util,5554,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77378772,-88.13752324
604,L3,RMT002,380,5,997488000000,120,,Util,5555,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77447912,-88.13804876
605,L13,RMT002,380,5,997488000000,120,,Util,5388,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77481106,-88.13796279
606,L4,RMT002,380,5,997488000000,120,,Util,5389,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77497718,-88.13815323
607,L5,RMT002,380,5,997488000000,120,,Util,5390,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77541142,-88.13799152
608,L6,RMT002,380,5,997488000000,120,,Util,5391,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77568013,-88.13798815
609,L7,RMT002,380,5,997488000000,120,,Util,5392,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77588045,-88.13810975
610,L8,RMT002,380,5,997488000000,120,,Util,5393,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77640805,-88.13793757
611,L9,RMT002,380,5,997488000000,120,,Util,5394,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77687705,-88.13804308
612,L6,RMT002,380,5,997488000000,120,,Util,5395,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77727725,-88.13803423
613,L5,RMT002,380,5,997488000000,120,,Util,5396,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77739696,-88.13782764
614,L10,RMT002,380,5,997488000000,120,,Util,5397,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77771719,-88.13786486
615,L16,RMT002,380,5,997488000000,120,,Util,5398,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77812471,-88.13794804
616,L15,RMT002,380,5,997488000000,120,,Util,5401,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77824548,-88.13757956
617,L3,RMT002,380,5,997488000000,120,,Util,5400,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77580173,-88.13727776
618,L18,RMT002,380,5,997488000000,120,,Util,5399,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77488887,-88.13728563
619,L58,RMT002,380,5,997488000000,120,,Util,5458,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77312414,-88.1372961
620,L60,RMT002,380,5,997488000000,120,,Util,5459,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77318831,-88.1369293
621,L55,RMT002,380,5,997488000000,120,,Util,5460,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77286626,-88.13806318
622,L56,RMT002,380,5,997488000000,120,,Util,5461,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77303546,-88.13781572
623,L59,RMT002,380,5,997488000000,120,,Util,5462,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77302092,-88.13711566
624,L57,RMT002,380,5,997488000000,120,,Util,5463,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77294172,-88.13754339
625,L53,RMT002,380,5,997488000000,120,,Util,5464,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77279835,-88.13847326
626,L51,RMT002,380,5,997488000000,120,,Util,5465,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77273991,-88.13885022
627,L52,RMT002,380,5,997488000000,120,,Util,5466,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7728864,-88.13869957
628,L50,RMT002,380,5,997488000000,120,,Util,5467,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77281469,-88.1391173
629,L48,RMT002,380,5,997488000000,120,,Util,5468,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77263038,-88.13944627
630,L1,RMT002,380,5,997488000000,120,,Util,5405,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77288232,-88.13966955
631,L47,RMT002,380,5,997488000000,120,,Util,5406,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77271284,-88.13974898
632,L46,RMT002,380,5,997488000000,120,,Util,5469,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77255306,-88.13992512
633,L45,RMT002,380,5,997488000000,120,,Util,5470,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77264877,-88.14017687
634,L44,RMT002,380,5,997488000000,120,,Util,5471,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7724738,-88.14039379
635,L42,RMT002,380,5,997488000000,120,,Util,5472,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77240209,-88.1408166
636,L43,RMT002,380,5,997488000000,120,,Util,5473,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77255624,-88.14068885
637,L41,RMT002,380,5,997488000000,120,,Util,5474,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77246561,-88.1411932
638,L40,RMT002,380,5,997488000000,120,,Util,5475,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77227746,-88.14150689
639,L39,RMT002,380,5,997488000000,120,,Util,5476,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77239205,-88.14164911
640,L37,RMT002,380,5,997488000000,120,,Util,5477,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77229961,-88.1422171
641,L36,RMT002,380,5,997488000000,120,,Util,5478,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77214361,-88.14238304
642,L35,RMT002,380,5,997488000000,120,,Util,5479,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77220709,-88.14273672
643,L34,RMT002,380,5,997488000000,120,,Util,5480,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77204737,-88.14295613
644,L33,RMT002,380,5,997488000000,120,,Util,5481,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77212786,-88.14322575
645,L32,RMT002,380,5,997488000000,120,,Util,5482,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77194917,-88.14349868
646,L31,RMT002,380,5,997488000000,120,,Util,5483,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77204862,-88.14371223
647,L30,RMT002,380,5,997488000000,120,,Util,5484,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77187187,-88.14401061
648,L29,RMT002,380,5,997488000000,120,,Util,5485,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77195424,-88.1442624
649,L28,RMT002,380,5,997488000000,120,,Util,5486,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77176986,-88.14455316
650,L38,RMT002,380,5,997488000000,120,,Util,5487,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77221155,-88.14197806
651,L22,RMT002,380,5,997488000000,120,,Util,5556,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7715886,-88.14600093
652,L10,RMT002,380,5,997488000000,120,,Util,5488,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77483784,-88.13600434
653,L11,RMT002,380,5,997488000000,120,,Util,5511,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77474813,-88.13659381
654,L14,RMT002,380,5,997488000000,120,,Util,5402,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77811723,-88.13699797
655,L17,RMT002,380,5,997488000000,120,,Util,5404,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77818376,-88.13831365
656,L18,RMT002,380,5,997488000000,120,,Util,5407,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77821272,-88.13911242
657,L19,RMT002,380,5,997488000000,120,,Util,5408,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.778333,-88.13920282
658,L1,RMT002,380,5,997488000000,120,,Util,5409,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77843561,-88.13931072
659,L20,RMT002,380,5,997488000000,120,,Util,5507,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7782566,-88.13987998
660,L21,RMT002,380,5,997488000000,120,,Util,5422,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77839021,-88.14064435
661,L14,RMT002,380,5,997488000000,120,,Util,5423,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77823299,-88.14064482
662,L11,RMT002,380,5,997488000000,120,,Util,5424,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77846662,-88.14085069
663,L22,RMT002,380,5,997488000000,120,,Util,5508,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77833418,-88.14132558
664,L23,RMT002,380,5,997488000000,120,,Util,5509,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77846878,-88.14204444
665,L21,RMT002,380,5,997488000000,120,,Util,5440,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77829751,-88.14219453
666,L1,RMT002,380,5,997488000000,120,,Util,5441,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77853124,-88.14235296
667,L24,RMT002,380,5,997488000000,120,,Util,5510,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77839605,-88.14271299
668,L2,RMT002,380,5,997488000000,120,,Util,5557,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77332619,-88.13950662
669,L3,RMT002,380,5,997488000000,120,,Util,5558,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77380069,-88.13948418
670,L4,RMT002,380,5,997488000000,120,,Util,5559,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77396241,-88.13960781
671,L5,RMT002,380,5,997488000000,120,,Util,5560,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77446527,-88.13944972
672,L6,RMT002,380,5,997488000000,120,,Util,5410,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77484113,-88.13941995
673,L8,RMT002,380,5,997488000000,120,,Util,5412,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77548145,-88.13940465
674,L9,RMT002,380,5,997488000000,120,,Util,5413,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77592471,-88.13950834
675,L5,RMT002,380,5,997488000000,120,,Util,5414,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7757542,-88.13925489
676,L10,RMT002,380,5,997488000000,120,,Util,5415,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77648759,-88.13934052
677,L11,RMT002,380,5,997488000000,120,,Util,5416,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77695659,-88.13944795
678,L8,RMT002,380,5,997488000000,120,,Util,5417,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77735689,-88.1394983
679,L12,RMT002,380,5,997488000000,120,,Util,5418,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77747373,-88.13928408
680,L13,RMT002,380,5,997488000000,120,,Util,5419,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77776692,-88.13938822
681,L2,RMT002,380,5,997488000000,120,,Util,5420,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7787799,-88.13914648
682,L3,RMT002,380,5,997488000000,120,,Util,5421,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7794203,-88.13918083
683,L43-1,RMT002,380,5,997488000000,120,,Util,5425,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77256653,-88.14093633
684,L1,RMT002,380,5,997488000000,120,,Util,5561,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77301982,-88.14104954
685,L2,RMT002,380,5,997488000000,120,,Util,5562,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77341838,-88.1409166
686,L3,RMT002,380,5,997488000000,120,,Util,5563,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77384998,-88.14088285
687,L4,RMT002,380,5,997488000000,120,,Util,5564,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77400028,-88.14101415
688,L5,RMT002,380,5,997488000000,120,,Util,5565,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77452602,-88.14086174
689,L6,RMT002,380,5,997488000000,120,,Util,5426,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77504072,-88.14094994
690,L16,RMT002,380,5,997488000000,120,,Util,5427,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77487884,-88.14073084
691,L9,RMT002,380,5,997488000000,120,,Util,5430,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77591115,-88.14092825
692,L11,RMT002,380,5,997488000000,120,,Util,5432,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77701159,-88.14084094
693,L12,RMT002,380,5,997488000000,120,,Util,5433,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77751732,-88.1406924
694,L13,RMT002,380,5,997488000000,120,,Util,5435,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77793484,-88.14078662
695,L12,RMT002,380,5,997488000000,120,,Util,5436,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77904971,-88.14064285
696,L2,RMT002,380,5,997488000000,120,,Util,5437,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77953392,-88.14039664
697,L3,RMT002,380,5,997488000000,120,,Util,5438,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77949916,-88.13964139
698,L1,RMT002,380,5,997488000000,120,,Util,5439,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77953836,-88.14069929
699,L1,RMT002,380,5,997488000000,120,,Util,5566,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77273435,-88.14254399
700,L2,RMT002,380,5,997488000000,120,,Util,5567,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77285169,-88.14235701
701,L3,RMT002,380,5,997488000000,120,,Util,5568,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77317784,-88.14246082
702,L4,RMT002,380,5,997488000000,120,,Util,5569,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77345946,-88.14230937
703,L5,RMT002,380,5,997488000000,120,,Util,5570,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77387633,-88.14243256
704,L7,RMT002,380,5,997488000000,120,,Util,5571,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77400096,-88.14220954
705,L6,RMT002,380,5,997488000000,120,,Util,5572,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7742388,-88.1422645
706,L7,RMT002,380,5,997488000000,120,,Util,5573,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77455763,-88.14239125
707,L8,RMT002,380,5,997488000000,120,,Util,5442,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77487113,-88.14224952
708,L18,RMT002,380,5,997488000000,120,,Util,5443,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77503275,-88.14216391
709,L10,RMT002,380,5,997488000000,120,,Util,5444,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77521934,-88.14235654
710,L11,RMT002,380,5,997488000000,120,,Util,5445,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77551816,-88.14223123
711,L12,RMT002,380,5,997488000000,120,,Util,5446,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77578301,-88.14231885
712,L9,RMT002,380,5,997488000000,120,,Util,5447,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77592235,-88.14209906
713,L13,RMT002,380,5,997488000000,120,,Util,5448,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77614303,-88.14215407
714,L14,RMT002,380,5,997488000000,120,,Util,5449,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77643981,-88.14228088
715,L15,RMT002,380,5,997488000000,120,,Util,5450,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77671163,-88.14213928
716,L16,RMT002,380,5,997488000000,120,,Util,5451,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7770329,-88.14224965
717,L17,RMT002,380,5,997488000000,120,,Util,5452,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77739052,-88.14211762
718,L18,RMT002,380,5,997488000000,120,,Util,5453,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77763334,-88.14222168
719,L19,RMT002,380,5,997488000000,120,,Util,5454,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77778049,-88.1422769
720,L20,RMT002,380,5,997488000000,120,,Util,5455,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77795332,-88.14204937
721,L3,RMT002,380,5,997488000000,120,,Util,5574,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77955734,-88.14220287
722,L3,RMT002,380,5,997488000000,120,,Util,5575,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7739104,-88.1386524
723,L4,RMT002,380,5,997488000000,120,,Util,5576,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77394972,-88.1400732
724,L5,RMT002,380,5,997488000000,120,,Util,5577,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77397997,-88.14128853
725,L6,RMT002,380,5,997488000000,120,,Util,5578,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77390242,-88.14179784
726,L8,RMT002,380,5,997488000000,120,,Util,5579,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.7739273,-88.14269715
727,L9,RMT002,380,5,997488000000,120,,Util,5580,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77402712,-88.14315794
728,L10,RMT002,380,5,997488000000,120,,Util,5581,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77395165,-88.14361324
729,L7,RMT002,380,5,997488000000,120,,Util,5582,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77408778,-88.14382287
730,L5,RMT002,380,5,997488000000,120,,Util,5583,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77411277,-88.14525804
731,L11,RMT002,380,5,997488000000,120,,Util,5584,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77405222,-88.14410457
732,L12,RMT002,380,5,997488000000,120,,Util,5585,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77396867,-88.14457644
733,L13,RMT002,380,5,997488000000,120,,Util,5586,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77409039,-88.14500889
734,L14,RMT002,380,5,997488000000,120,,Util,5489,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77493777,-88.13858581
735,L17,RMT002,380,5,997488000000,120,,Util,5491,Underground,Electric,Electric,Field Service,Asset Mgmt.,Street Lights,41.77490686,-88.14170809
