OBJECTID,MeasuredLe,NominalVol,OperatingV,ConductorT,FeederID,BackfillMa,BuriedDept,CableCount,ServiceInd,OWNER,OPERATINGC,Shape_Length,FacilityID,Department,Category,Division,Subdivision,AssetType,Latitude,Longitude
1491,101.44439909,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,41.40307999596929,SUG-1491,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76722326,-88.173689
1492,97.18856387,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,39.67278815797193,SUG-1492,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7672617,-88.17370392
1493,72.77410846,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,29.69816460469654,SUG-1493,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76720493,-88.17400147
1494,108.88053183,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,44.45351905137465,SUG-1494,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76755387,-88.17412953
1495,95.21980155,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,38.87695113316778,SUG-1495,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76750953,-88.17410156
1496,64.7031517,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,26.406679460554887,SUG-1496,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76791871,-88.17408901
1497,75.10616815,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,30.654121567131806,SUG-1497,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76789067,-88.17410497
1498,89.90960092,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,36.71635346991875,SUG-1498,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76807691,-88.1737884
1499,56.70686497,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,23.144154633717715,SUG-1499,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76803986,-88.17384339
1500,72.0674947,60,380,OPN,RMT002,SOIL,2,1,N,Utility,Secondary,29.51496836137013,SUG-1500,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76750554,-88.17389651
1501,78.71645566,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,32.12778303832885,SUG-1501,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76760292,-88.17376407
1502,81.70942034,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,33.36129265640027,SUG-1502,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76764863,-88.17377528
1503,50.08010317,60,380,OPN,RMT002,SOIL,2,1,N,Utility,Secondary,20.506915359109446,SUG-1503,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76747348,-88.17393272
1504,113.73791321,60,380,OPN,RMT002,SOIL,2,1,N,Utility,Secondary,46.57942538480405,SUG-1504,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76820775,-88.1739559
1505,164.22148373,60,380,OPN,RMT002,SOIL,2,1,N,Utility,Secondary,67.25951705926313,SUG-1505,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7681361,-88.17399342
1506,58.76671472,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,23.99585902258808,SUG-1506,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76808289,-88.17813006
1507,42.50127473,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,17.351116891512245,SUG-1507,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76810423,-88.17796568
1508,76.3547261,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,31.261274009261435,SUG-1508,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76821145,-88.17808697
1509,133.37534029,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,54.62420962654379,SUG-1509,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76849296,-88.17814889
1510,73.15879811,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,29.948456257050196,SUG-1510,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76910882,-88.17800765
1511,115.25763613,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,47.15376856805854,SUG-1511,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76865928,-88.17694497
1512,155.88916574,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,63.69491425414918,SUG-1512,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76890681,-88.17660536
1513,88.20904014,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,36.09285013311274,SUG-1513,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76928277,-88.17552302
1514,6.24026256,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,2.551784708575526,SUG-1514,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76877597,-88.17683008
1515,49.73336679,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,20.356412766831266,SUG-1515,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76924776,-88.17791277
1516,15.92305692,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,6.499751198358907,SUG-1516,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.77012344,-88.17763103
1517,71.36714033,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,29.216676705336802,SUG-1517,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.77003058,-88.17765659
1518,135.16928248,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,55.160578605917436,SUG-1518,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.77012957,-88.17735573
1519,176.86160045,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,72.30147207086209,SUG-1519,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.77006449,-88.17687477
1520,105.32013257,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,43.037795330587784,SUG-1520,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76940824,-88.17776802
1521,119.0742351,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,48.659192031015664,SUG-1521,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.77017326,-88.1769223
1522,142.52898631,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,58.362019120165705,SUG-1522,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76937949,-88.17790486
1523,18.91472969,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,7.7475479519529635,SUG-1523,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.77100296,-88.1777386
1524,55.84088908,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,22.862828612670057,SUG-1524,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7711006,-88.17777704
1525,76.93785378,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,31.40165959462058,SUG-1525,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.77102048,-88.17760533
1526,97.86599279,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,39.94259484315039,SUG-1526,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.77113609,-88.17591474
1527,145.2169611,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,59.261825045515245,SUG-1527,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.77104004,-88.17719942
1528,57.96317699,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,23.65434175572879,SUG-1528,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.77113446,-88.17563506
1529,194.0288886,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,79.47420659567493,SUG-1529,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7698501,-88.17564895
1530,145.30503995,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,59.517605619961984,SUG-1530,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.77054726,-88.1756671
1531,72.83365901,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,29.826608008553215,SUG-1531,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76948116,-88.17557134
1532,74.16056801,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,30.37024571716691,SUG-1532,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76948338,-88.17561447
1533,140.23898725,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,57.441576940187346,SUG-1533,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76977238,-88.17559762
1534,251.94126253,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,102.93082846392863,SUG-1534,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7689548,-88.17644057
1535,69.25578122,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,28.346170115079488,SUG-1535,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76733106,-88.1779782
1536,61.25365123,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,25.06613807853276,SUG-1536,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76731472,-88.17801507
1537,54.86868572,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,22.45080287853107,SUG-1537,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76717008,-88.17797479
1538,43.75019728,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,17.898320516043707,SUG-1538,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76719066,-88.17793611
1539,146.76652647,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,59.91590240649916,SUG-1539,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76729334,-88.17771479
1540,88.13703257,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,36.01427375250023,SUG-1540,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76764938,-88.17687729
1541,71.75529018,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,29.361480867752597,SUG-1541,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76780395,-88.17667819
1542,51.41883829,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,21.04647629541312,SUG-1542,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76743352,-88.17750776
1543,59.98362179,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,24.542873896694882,SUG-1543,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76759873,-88.17713632
1544,67.26755567,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,27.528104202474402,SUG-1544,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76728369,-88.177436
1545,50.49206379,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,20.655383296748763,SUG-1545,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76731544,-88.17741575
1546,61.37172168,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,25.097355398196104,SUG-1546,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76758437,-88.1771715
1547,56.19032693,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,22.987557839164907,SUG-1547,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76746138,-88.17703988
1548,58.84257017,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,24.072937757349468,SUG-1548,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76765123,-88.17671128
1549,67.21414168,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,27.473964970176162,SUG-1549,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76767722,-88.17665596
1550,57.1150729,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,23.351549818009033,SUG-1550,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76793538,-88.17668907
1551,67.12574109,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,27.45100995722416,SUG-1551,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76796686,-88.17663415
1552,37.94525313,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,15.497762894260376,SUG-1552,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76790082,-88.17655215
1553,140.1058292,60,380,OPN,RMT002,SOIL,2,1,N,Utility,Secondary,57.385229270498144,SUG-1553,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76737268,-88.17538838
1554,76.08934538,60,380,OPN,RMT002,SOIL,2,1,N,Utility,Secondary,31.049609984878106,SUG-1554,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76831171,-88.17562853
1555,65.9940992,60,380,OPN,RMT002,SOIL,2,1,N,Utility,Secondary,26.943372019794953,SUG-1555,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76834715,-88.17537642
1556,133.96059883,60,380,OPN,RMT002,SOIL,2,1,N,Utility,Secondary,54.86896939404555,SUG-1556,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76813079,-88.17547405
1557,92.36865065,60,380,OPN,RMT002,SOIL,2,1,N,Utility,Secondary,37.795628951644545,SUG-1557,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76764298,-88.17546389
1558,70.09609018,60,380,OPN,RMT002,SOIL,2,1,N,Utility,Secondary,28.710487948450357,SUG-1558,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76785133,-88.17545094
1559,171.58558746,60,380,OPN,RMT002,SOIL,2,1,N,Utility,Secondary,70.29006015912265,SUG-1559,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.77849857,-88.17932593
1560,22.62080591,60,380,OPN,RMT002,SOIL,2,1,N,Utility,Secondary,9.265273235619153,SUG-1560,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76838833,-88.17399404
1561,72.2422477,60,380,OPN,RMT002,SOIL,2,1,N,Utility,Secondary,29.58276042912125,SUG-1561,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76766299,-88.17541451
1562,34.43409339,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,14.07281668806862,SUG-1562,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76755877,-88.1770601
1563,115.98594195,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,47.372670661041454,SUG-1563,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.767442,-88.17727852
1564,141.76983856,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,58.06447294482072,SUG-1564,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.77094005,-88.17570313
1565,76.95180855,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,31.403434740743567,SUG-1565,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.77112098,-88.17623418
1566,41.80936358,10,150,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,17.12452649104082,SUG-1566,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76840488,-88.17149111
1567,88.70917929,10,150,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,36.21509056314883,SUG-1567,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76830476,-88.1716335
1568,44.71866484,10,150,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,18.262210571406836,SUG-1568,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.768158,-88.17248423
1569,75.31828229,10,150,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,30.74480857060562,SUG-1569,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76813765,-88.17241786
1570,53.00777407,10,150,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,21.703015324500438,SUG-1570,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76894668,-88.17299233
1571,62.27160784,10,150,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,25.50202293152311,SUG-1571,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7705541,-88.17173884
1572,42.29727962,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,17.27299884280323,SUG-1572,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76924284,-88.16560427
1573,38.99925229,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,15.931184308490216,SUG-1573,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76929135,-88.16561736
1574,39.22932456,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,16.017274462345227,SUG-1574,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76967705,-88.16567281
1575,61.92327013,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,25.302283832880946,SUG-1575,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76964439,-88.16563506
1576,30.70158595,60,380,OPN,RMT002,SOIL,2,1,N,Utility,Secondary,12.56809589220833,SUG-1576,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76969687,-88.16574137
1577,89.90194337,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,36.75650925053595,SUG-1577,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76913971,-88.16690511
1578,95.37132139,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,39.01743974596552,SUG-1578,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76917308,-88.16694469
1579,204.1423133,60,380,OPN,RMT002,SOIL,2,1,N,Utility,Secondary,83.31746852705488,SUG-1579,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76907214,-88.16665288
1580,262.30338574,60,380,OPN,RMT002,SOIL,2,1,N,Utility,Secondary,107.17946305364305,SUG-1580,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76906307,-88.16588169
1581,120.80971888,60,380,OPN,RMT002,SOIL,2,1,N,Utility,Secondary,49.4798680103337,SUG-1581,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76989317,-88.16575756
1582,38.96009798,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,15.903775352931241,SUG-1582,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.77004631,-88.16570841
1583,39.88854862,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,16.286857762746372,SUG-1583,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.77008034,-88.1657121
1584,47.72137776,60,380,OPN,RMT002,SOIL,2,1,N,Utility,Secondary,19.48781383780532,SUG-1584,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.77045875,-88.16591032
1585,76.95013972,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,31.486979350900757,SUG-1585,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.77035433,-88.16604119
1586,74.09410711,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,30.292564494039397,SUG-1586,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.77039242,-88.1660973
1587,21.72355535,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,8.882220740259255,SUG-1587,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76836996,-88.18306049
1588,21.07856526,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,8.619566921596382,SUG-1588,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76825898,-88.18291005
1589,24.75110843,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,10.116668881049472,SUG-1589,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76815507,-88.18276503
1590,31.21778209,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,12.739006236220765,SUG-1590,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76770597,-88.1821947
1591,29.093404,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,11.871936612221843,SUG-1591,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76784795,-88.18224906
1592,32.69962254,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,13.354159841273018,SUG-1592,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76848539,-88.18330413
1593,30.91461748,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,12.631453731395567,SUG-1593,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76861915,-88.1832125
1594,23.92636542,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,9.79429886092103,SUG-1594,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76892319,-88.18290106
1595,27.06298714,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,11.044609403186861,SUG-1595,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76902988,-88.1835681
1596,28.20687176,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,11.513307485551133,SUG-1596,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76918429,-88.18360497
1597,29.25015964,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,11.938200891926236,SUG-1597,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76934146,-88.18365472
1598,73.572195,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,30.035211949140397,SUG-1598,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76948139,-88.18290163
1599,65.59586356,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,26.77981022594155,SUG-1599,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7694433,-88.18314994
1600,4.53016732,60,380,OPN,RMT002,SOIL,2,1,N,Utility,Secondary,1.849343441582214,SUG-1600,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76945757,-88.18302473
1601,79.68624569,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,32.620635710235895,SUG-1601,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76972275,-88.18231644
1602,69.38958138,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,28.405334896138733,SUG-1602,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76952728,-88.18229252
1603,12.01794572,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,4.904482171109274,SUG-1603,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76896038,-88.18223028
1604,15.94852056,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,6.508916164457482,SUG-1604,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76914958,-88.18228264
1605,71.14685665,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,29.125708563947263,SUG-1605,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76924787,-88.18227712
1606,14.55152563,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,5.938415507825327,SUG-1606,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7688087,-88.18198637
1607,42.33271646,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,17.299687203473038,SUG-1607,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76952835,-88.18202035
1608,45.25429436,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,18.48080927959062,SUG-1608,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76956172,-88.18188245
1609,27.0738823,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,11.048538502179971,SUG-1609,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76851312,-88.18187954
1610,26.00871125,60,380,OPN,RMT002,SOIL,2,1,Y,Utility,Service,10.613461747982145,SUG-1610,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76837337,-88.18190254
1611,242.15125833,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,98.83692188077669,SUG-1611,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76668238,-88.17581009
1612,95.38386337,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,38.931361977024046,SUG-1612,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76658621,-88.17639759
1613,83.78492907,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,34.2035269696216,SUG-1613,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76643656,-88.17731779
1614,81.14887157,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,33.120527009059316,SUG-1614,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.7663911,-88.17759675
1615,57.72423761,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,23.631016236406047,SUG-1615,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76644435,-88.17773687
1616,48.29464628,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,19.766825912701044,SUG-1616,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76642417,-88.1777838
1617,65.00796341,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,26.603477833581266,SUG-1617,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76653206,-88.17722928
1618,63.46078475,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,25.982437009907812,SUG-1618,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76654371,-88.17718117
1619,103.55056646,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,42.36373108172667,SUG-1619,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76666861,-88.17667819
1620,107.66886859,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,44.06175235971344,SUG-1620,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76669145,-88.1766391
1621,118.51990392,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,48.430394723171716,SUG-1621,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76683587,-88.17555136
1622,120.69998858,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,49.35566248746986,SUG-1622,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76688013,-88.17550358
1623,114.67138313,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,46.91810032202168,SUG-1623,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76673318,-88.17631713
1624,49.44170811,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,20.20534627339985,SUG-1624,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76689206,-88.17636364
1625,57.55264107,60,380,OPN,RMT002,SOIL,0,1,Y,Utility,Service,23.53674320099739,SUG-1625,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76692597,-88.17639334
1626,72.99375964,60,380,OPN,RMT002,SOIL,0,1,N,Utility,Secondary,29.79461561672097,SUG-1626,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Underground),41.76613196,-88.17917994
