OBJECTID,Installati,FacilityID,Owner,GlobalID,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
163,913334400000,P24-T2,Utility,{7D9B5C8B-7718-42A4-9659-ADFECF3FD1BE},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77216859,-88.17370726
164,913334400000,P24-T3,Utility,{46305606-0691-438F-BAE8-129DD40FB5A7},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77222586,-88.17241516
165,913334400000,T1,Utility,{F8E65488-DFB8-4378-B5D8-8C2E02D312B0},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76627112,-88.18249292
166,913334400000,T2,Utility,{5B783564-D2E7-4D15-8FBD-1CA7399377FE},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76691474,-88.18267983
167,913334400000,T3,Utility,{8B0D5FCC-65F4-476E-A7EC-39FA600AE53A},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76732383,-88.18279824
168,913334400000,P24-T1,Utility,{6A82A03F-53F9-428A-85DB-617321E1AA78},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77247509,-88.17063932
169,913334400000,P24-T2,Utility,{58EAB224-E537-479E-AB95-1BF202B580AF},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77404276,-88.17081658
170,913334400000,P24-T3,Utility,{41BABE24-56B2-4A01-8AEA-E343C0969765},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77442587,-88.17085819
171,913334400000,P24-T4,Utility,{372E2AFB-AB14-4F00-9882-EE8814BA69D5},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77493271,-88.17023672
172,913334400000,P24-T1,Utility,{DCF1E3A1-459F-448C-8806-6876E00E1EB8},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7725362,-88.16933155
173,913334400000,P24-T2,Utility,{8E946237-1DCF-441B-A2A5-1A72A4B5F43E},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77335029,-88.16949404
174,913334400000,P23-T1,Utility,{EAE8FDBC-15C0-43A2-9460-A722CA072139},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77269559,-88.16791461
175,913334400000,P23-T1,Utility,{2F4A77D8-935B-456B-B9FD-4279C51D9E09},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77358712,-88.16814844
176,913334400000,P15-T3,Utility,{2CE8C86B-83DE-4F59-B026-2B6EE414FC25},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77511671,-88.17352214
177,913334400000,P15-T1,Utility,{298CB664-3277-4C5B-A920-A8EF0F7BD6C0},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77520155,-88.17236221
178,913334400000,MH7-T1-1,Utility,{82DD3486-B21A-4015-9B6C-92632402881F},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77174734,-88.16799956
179,913334400000,MH7-T1-2,Utility,{3B0F5949-EA22-40D0-8426-0040FA3416BC},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77036288,-88.1678599
180,913334400000,MH7-T1-7,Utility,{32337AFF-952A-4372-9239-5A4DFF3EF359},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76955443,-88.16714621
181,913334400000,MH7-T1-6,Utility,{B98EDDA8-DBBF-4979-A14A-2FA266505417},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76904903,-88.16629502
182,913334400000,MH-T1,Utility,{D55938F9-81CC-42F9-BA17-571E74C00413},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77106995,-88.16918856
183,913334400000,MH6-T3,Utility,{9007A6D1-80F3-444C-92AA-115C30EC90DE},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76905317,-88.17027915
184,913334400000,MH6-T2,Utility,{00C85FCD-1655-477B-ABB9-36047D279662},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77025173,-88.1704058
185,913334400000,MH6-T1,Utility,{1502253D-B361-4620-8452-AFEDF9226066},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7711961,-88.1705057
186,913334400000,MH3-T1,Utility,{72B816C4-4AA4-4AEB-AD9D-EF2F85459EDE},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76951506,-88.18402315
187,913334400000,S1-1T7,Utility,{C55B9E41-4922-4712-9624-6833BEC75864},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7681326,-88.18279905
188,913334400000,S1-1T6,Utility,{B0118553-5FAF-45B3-893D-87E53E5E3307},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76823731,-88.18293564
189,913334400000,S1-1T5,Utility,{FC3AA8A9-0555-4CC3-94D9-C8ECC5F67D70},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7683483,-88.18308784
190,913334400000,S1-1T1,Utility,{EB0FD1F8-506B-46A1-B24A-B2DAF9E78655},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76834762,-88.18394013
191,913334400000,S1-1T8,Utility,{D678CB62-8274-4D4E-A672-42082F440652},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76784825,-88.18230238
192,913334400000,S1-1T9,Utility,{634FF6EA-2985-456C-BE5D-167BA3580071},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76770335,-88.18225181
193,913334400000,S1-T12,Utility,{9BE78C8C-A7D8-40C2-A036-FC952DD80BE3},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76985716,-88.18174143
194,913334400000,MH7-T1-3,Utility,{B50C2F4D-0D48-4E2C-80F6-AE1D941AE57B},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77043037,-88.16674777
195,913334400000,MH8-T1,Utility,{9AC86566-1966-475F-9C5D-260B00F70B64},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77136368,-88.16640845
196,913334400000,MH7-T1-5,Utility,{6D8BD51C-1553-49CF-9FAC-474652CF84A9},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.769731,-88.16576236
197,913334400000,MH7-T1-4,Utility,{C85BE55D-265A-4322-92AF-479E0A389435},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77048836,-88.16583899
198,913334400000,P8-1-T1,Utility,{A7212ECC-91D6-4347-9DA4-87BBE210E4DD},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77769316,-88.17715285
199,913334400000,P15-T2,Utility,{BDC8AAC5-4248-4B55-82D5-468D44832034},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77615141,-88.17510738
200,913334400000,P15-T3,Utility,{46DE022E-A5B5-4B37-A811-7B3198CCCB45},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.774756,-88.17474753
201,913334400000,P15-T2,Utility,{F18379FD-E11F-4425-B041-B3A5C3D4AFE9},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77663662,-88.17410638
202,913334400000,P15-T1,Utility,{C6AA4C61-64DF-400A-A825-213F5D704372},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77588068,-88.17376571
203,913334400000,P29-T5,Utility,{7BE9C8F7-913B-49FD-B581-D2EF1DE1DC9C},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77137596,-88.17162238
204,913334400000,P29-T4,Utility,{7BFE40D1-85F1-44EC-BAFB-050BB0553FC4},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77127178,-88.17286168
205,913334400000,P29-T3,Utility,{1C507A5F-6198-4CC9-BCEC-4A345960B5AA},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77120517,-88.17436199
206,913334400000,P29-T2,Utility,{57B78B8D-3C12-49D7-A4C0-5DF000475764},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77056072,-88.17430536
207,913334400000,P29-T1,Utility,{268BB926-0463-4188-8C2C-A6BD2E8B1B63},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76955393,-88.17421682
208,913334400000,P29-T6,Utility,{A3942093-40FD-4850-B44E-0839E6BCF795},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77028821,-88.17306609
209,913334400000,P29-T7,Utility,{0917E84C-9A38-4E8A-825B-BF3817FFC3CF},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77042109,-88.17198312
210,913334400000,P29-T8,Utility,{DEED42E0-5D4C-49FD-A504-AC7456E4397A},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76958295,-88.17161464
211,913334400000,P29-T9,Utility,{1E401BA8-1927-427C-BEDB-D66870DF3A5A},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76901445,-88.17299925
212,913334400000,P29-T10,Utility,{B26FA54B-8E64-4FF4-8AC8-E64B22DE1F7D},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76812882,-88.17254858
213,913334400000,P37-T2,Utility,{FFF4B1CA-6376-47C4-81B1-8B3EC0AC9920},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76835736,-88.17399137
214,913334400000,P37-T1,Utility,{A174EA51-5252-4FD8-A8F6-63AF8399FE35},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76740924,-88.17390795
215,913334400000,P13-T1-1,Utility,{ED671CE7-0A02-4CC3-B6BA-06B8B3C61A45},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76757666,-88.17700637
216,1094601600000,14T1,Utility,{21AC8A2D-EB7D-475D-8853-8186F94ED21C},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76799063,-88.17490408
217,913334400000,T1,Utility,{89F5DB60-24FE-4E06-8AF5-794399019E6D},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76613628,-88.17905494
218,913334400000,T2,Utility,{3FE33697-5E1E-438D-B2CB-B84040087AC5},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76585145,-88.18081024
219,913334400000,P29-T14,Utility,{150A0852-4EF4-44E6-ACDF-6688AF165BAD},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76741424,-88.17060722
220,913334400000,P29-T13,Utility,{718A6A57-29AB-427E-A819-9D2F2FDF357A},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76730453,-88.17163946
221,913334400000,P22-T3,Utility,{423441B3-48D0-4567-9AED-BA6BD874A8C2},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76719427,-88.17243652
222,913334400000,P29-T11,Utility,{C7004092-95F0-403D-970E-4B1D92D9D6DD},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76834771,-88.17148474
223,913334400000,S1-T5,Utility,{B96E0D57-BAE7-4A70-9481-67DDB473B861},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76961749,-88.18229089
224,913334400000,S1-T4,Utility,{32CCBEDA-7B91-49D0-B0AA-DBDC39D82557},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76945556,-88.18301687
225,913334400000,S1-T6,Utility,{DEB626E1-D86F-4CB3-B91A-9A55285D5D30},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76955905,-88.1819616
226,913334400000,S1-T8,Utility,{61AF1A7D-38CC-4FFF-A1A4-223B8E4085B0},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76896281,-88.1822085
227,913334400000,S1-T7,Utility,{6809AF74-600F-493A-900F-68951D8FDF9A},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76915345,-88.18225387
228,913334400000,S1-T9,Utility,{FE3E65E2-EAA9-47DA-9639-04B5E45008BA},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76880628,-88.18201285
229,913334400000,S1-1T4,Utility,{C273E7C3-A32C-4FB2-BF86-03A8B87A92D7},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76889318,-88.18288326
230,913334400000,S1-1T2,Utility,{E7C77239-13EB-4456-9A16-FABDD2F5A316},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76846486,-88.18325084
231,913334400000,S1-1T3,Utility,{5C824448-30B3-40D0-9A48-9611C1BFA79E},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76859435,-88.18316653
232,913334400000,S1-T10,Utility,{ADC873E8-C907-4692-BDFE-979BB1CAF60F},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76850874,-88.18183026
233,913334400000,S1-T11,Utility,{2C6E8758-56C9-4603-96E4-D226B12D325A},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76837501,-88.18185492
234,913334400000,S1-T1,Utility,{B35CC69B-F0C3-4337-A6EF-8941ADA8F3E2},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76934993,-88.18360232
235,913334400000,S1-T2,Utility,{A2EF7AD9-FC3A-41A3-90DD-1EDC1D7D17A2},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76919407,-88.18355495
236,913334400000,S1-T3,Utility,{6FB7AA8D-33B9-4814-96E8-250630EBF757},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76903537,-88.18351904
237,913334400000,P13-T2,Utility,{8CD375BD-3A92-4BE3-A2EC-FA2FB9601A4A},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76639838,-88.17745382
238,913334400000,P13-T1,Utility,{296C2CBD-11BF-4DD8-97E7-2764FD408747},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.76659735,-88.17623025
239,971308800000,T9,Utility,{DAD84B8D-A0B6-4AED-A5E4-C6861144BE2C},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77846555,-88.14875628
240,971308800000,T6,Utility,{E4C197AE-D68A-4990-A04D-A359E54FC6E9},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77861167,-88.14955159
241,971308800000,T7,Utility,{DE7026D2-F7EB-438E-9699-7E9964E78295},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77881451,-88.14953944
242,971308800000,T8,Utility,{FF77D9E2-14B6-4754-B6D8-EB34E41A2624},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7791334,-88.1495384
243,971308800000,T3,Utility,{F7C9436A-7CB5-4767-926B-4468D2071644},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7787693,-88.15020529
244,971308800000,T2,Utility,{A12D965B-61D5-48F1-AAB0-5BB4CFB5EE34},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77863739,-88.1501826
245,971308800000,T1,Utility,{1DF15096-5448-4387-A7D7-8AF870EC60C0},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77864763,-88.15081862
246,971308800000,T5,Utility,{A1751CDB-7CEB-496D-B5C5-19497E77A6C2},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77898807,-88.14970885
247,971308800000,T2,Utility,{92F4646A-5B9C-410A-9EAB-D98F3C854BCB},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77907054,-88.15157345
248,971308800000,T3,Utility,{BCAA211F-0F87-4935-A4E5-88CDE425E8CE},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77908517,-88.15196694
249,971308800000,T4,Utility,{53C00C9A-B1EA-4099-8718-48F44F73E9BB},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77909524,-88.1522384
250,971308800000,T5,Utility,{00D4BDC1-CD7D-4B10-BD25-F694065F1F8B},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77911169,-88.15265428
251,971308800000,T1,Utility,{A6C88F6C-13A8-4200-83F2-763F875E35E3},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77907105,-88.15127999
252,971308800000,T4,Utility,{0CC4545B-7775-46FD-AF61-EDB64BCCA553},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77880953,-88.15023084
253,971308800000,T1,Utility,{6C45A8D4-A280-4739-9B40-C516FD9BC5A1},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77350898,-88.16548079
254,971308800000,T2,Utility,{46E52965-7F9E-4EC0-9281-5E06DEE1C1AC},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77413882,-88.16624552
255,971308800000,P1-T1,Utility,{ACEDBA69-7BE0-4257-AF96-6139B5A3F9BB},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77808062,-88.15933851
256,971308800000,P18-T1,Utility,{B6CEDC1E-F7DC-4102-99B5-72861D7E179E},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77645864,-88.15016738
257,971308800000,P4-1,Utility,{547DFA0E-6E68-40AF-969F-FD149AD4A909},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77882772,-88.15290134
258,971308800000,P2-T4,Utility,{1C11B4B6-67E5-498C-BE61-AEBDD7EE9ED8},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77863485,-88.15930607
259,971308800000,P2-T3,Utility,{0ED798C6-2ED3-4B62-A2D4-0B693053AC54},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77903031,-88.15853235
260,971308800000,P2-T1,Utility,{9DC1D4A7-F00A-415A-B0F7-DA5EAD208F5C},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77824375,-88.15802346
261,971308800000,P2-T2,Utility,{F565E147-A0B5-4063-BA8E-F05C0665EC9B},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77885466,-88.15801679
262,971308800000,P8-T1,Utility,{5FA85A4A-FD29-409F-B262-B4C6224550CF},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77241922,-88.15589523
263,971308800000,P8-T2,Utility,{DD83453F-BB6A-488B-9C88-56132502F3FF},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77240567,-88.15560409
264,971308800000,P14-T1,Utility,{9AC01D2B-1C6E-4C45-BCE3-CFC7B2417624},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77176118,-88.15744595
265,971308800000,SC1-T1,Utility,{0FDDFFC7-957B-41EC-9D89-8B0850263A7E},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77187676,-88.15500231
266,971308800000,P5-T1,Utility,{25EB97FD-F9C3-4731-8DBE-DF926FAFA79D},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77217358,-88.15477799
267,971308800000,P9-T1,Utility,{54DAD83A-A8BF-4362-9B1D-28A8FE1377AF},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77868689,-88.15139034
268,971308800000,T1,Utility,{DEF320A9-60FB-4AEB-82FF-D45ADB21DE6E},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77226396,-88.16261526
269,971308800000,P24-T1,Utility,{B9255AF8-EC3C-4846-B1AC-4EBB5E23F6A1},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77282106,-88.16242936
270,971308800000,P14-T2,Utility,{72F702FB-B617-4509-8666-3E0EBE9404C2},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77125348,-88.15814763
271,971308800000,P14-T3,Utility,{742A3804-ABD5-4CC2-BA0D-8E53ACDFC794},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77110331,-88.15808885
272,971308800000,P2-T1,Utility,{C8567247-0691-47B7-93F7-E6F7132536EF},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77414525,-88.15414938
273,971308800000,T10,Utility,{0814573D-DE04-48EB-BBA2-96C5D4073F60},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77806677,-88.14923547
274,913334400000,14T1,Utility,{174752B0-3EF5-4C21-A54D-2BF8B8476DB8},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.78016733,-88.17890461
275,913334400000,14T1,Utility,{795C4CDE-2B3D-4195-8913-3DD2F3B8887F},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.77930621,-88.17825468
276,266457600000,P2-T2,Utility,{7AD28539-6D3C-4C6C-AE10-781E87117C46},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80322789,-88.15013337
277,1094601600000,P4-T4-1,Utility,{E372ECC0-CFE6-4969-B0D9-DE514F900E9A},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80379017,-88.14706648
278,287452800000,SC1-T1,Utility,{02D0E9C2-40B3-453F-8E8B-A3372440B156},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80383332,-88.14451809
279,1094601600000,MH1-T1,Utility,{34F174AF-C928-496E-BA86-B7B4E44F8E10},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80402969,-88.14152313
280,842140800000,P1-T1,Utility,{C20C7D03-ED18-401E-808C-ACAD6F187207},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80222728,-88.14869419
281,1094601600000,SC3-T2,Utility,{822E6B99-4145-4E76-8C43-CAD1765A5CC7},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80146095,-88.14606777
282,1094601600000,SC3-T3,Utility,{DAE05C77-75DC-435C-ABEA-93A1E06372BA},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80200384,-88.14505178
283,1094601600000,SC3-T5,Utility,{A1C67204-3921-4301-8F8D-A8D69CDC4C26},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80235856,-88.14262404
284,1094601600000,MH9-T1,Utility,{3896D25D-7734-410A-86C6-60C7AA6A640C},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80217597,-88.13591157
285,1094601600000,MH9-T2,Utility,{510E3A9E-4CCF-41B8-93E6-EDBB8A5AFD51},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.8031228,-88.13662699
286,1094601600000,SC1-T1,Utility,{ED4B42E2-D7E4-4B87-9E29-DCDAC1344E22},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80494047,-88.13356606
287,1094601600000,SC5-T1,Utility,{90F8F327-BD3B-42B8-AD03-E51A4133E779},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80317915,-88.13497581
288,1094601600000,SC6-T3,Utility,{E5F65DC6-B145-4BEF-B55E-ED89A423B4CF},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80331319,-88.13058262
289,1094601600000,MH16-T1,Utility,{BC6011B0-761A-4B31-ACFB-931D8EDAB34A},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80054344,-88.12605951
290,1094601600000,T1,Utility,{9E82D672-C96C-42EA-B5BD-277544F67202},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80169842,-88.12433704
291,266457600000,P1-T1,Utility,{B1F86EF3-1F94-425E-B4E9-612C6F457BD8},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80323205,-88.15107113
292,905644800000,SC1-T1,Utility,{F32E0223-1D07-48DE-8B96-EB1C31FE995C},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80101975,-88.15146555
293,950400000000,MH4-T1,Utility,{ED33F2E3-DD68-4BE5-B83D-CFE9D328F915},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80092995,-88.15299368
294,224640000000,SC1-T2,Utility,{61106A71-A5A4-4BAA-98C6-F88400B963C5},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79969297,-88.15185056
295,1094601600000,SC2-T1,Utility,{532AC707-4B4C-413C-A1FE-A53CF9F3DC78},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80128069,-88.15064976
296,298944000000,SC2-T2,Utility,{B9EB4842-012D-4756-B667-DEF064829A80},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80120172,-88.14917894
297,1094601600000,SC6-T1,Utility,{19F4962A-2C95-4551-9882-B875C2B1C0CD},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80235708,-88.13017418
298,1094601600000,SC3-T4,Utility,{2FF486C9-8117-4C7A-BD5C-FB3832E44EE3},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80236821,-88.14444658
299,1094601600000,MH15-T5,Utility,{7E258B65-646C-4A2F-BE8E-AEC53DF72462},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80144918,-88.1305926
300,1094601600000,MH15-T2,Utility,{8451DE54-E786-4AB0-A28D-0894C0A77FBA},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.8008567,-88.12885421
301,1094601600000,MH15-T3,Utility,{50C7E09A-B9F7-447D-AA6E-D00E52E240CB},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.8011812,-88.12972997
302,1094601600000,MH15-T4,Utility,{4619E2CB-2715-4B09-A111-463C82F7A032},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80123496,-88.1296733
303,1094601600000,MT13-T1,Utility,{A65B4183-2670-420A-995B-E421C54F7159},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80218158,-88.13112345
304,1094601600000,MH11-T3,Utility,{D4D0282E-DC51-475E-9CAF-64F5607266EB},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80178292,-88.1329236
305,1094601600000,MH11-T5,Utility,{60B23D74-6CFC-470D-8993-1D8759D47C06},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79943773,-88.12143441
306,1094601600000,SC1-T1,Utility,{F2A264BA-CCFF-4159-B271-658BEAC57AE1},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.7962436,-88.1447552
307,1094601600000,MH2-T1,Utility,{852AED84-9A00-45F8-9579-B59DC57E73EC},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79914191,-88.14229053
308,1094601600000,T1,Utility,{DEA393D7-7689-459E-B1D3-0E6C5BD913F8},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79912972,-88.14352408
309,1094601600000,MH1-T13,Utility,{4976BA0C-B220-44B1-8AC6-C537763697EE},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79982939,-88.14395276
310,1094601600000,MH1-T1,Utility,{7851F619-E7D6-4D82-B5C7-19CED0714DA4},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79588534,-88.14772307
311,1094601600000,MH1-T2,Utility,{3B67C208-5997-423A-BFA9-AA95938CF70A},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79656154,-88.1467491
312,1094601600000,MH1-T13,Utility,{79C105A4-02BB-45C0-B92C-182FF953F2EA},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79458425,-88.14763131
313,1094601600000,MH1-T14,Utility,{9AB238B8-FDBA-4255-BA07-02CF99272D0A},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79510396,-88.14759537
314,1094601600000,MH3-T1,Utility,{75E908DE-5613-4EB6-8F50-2E9FE44995D6},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79491871,-88.14612989
315,1094601600000,MH1-T7,Utility,{2BFB52A6-C9FE-4012-B98E-D9CEBE31F0A4},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79873941,-88.14453539
316,1094601600000,SC1-T2,Utility,{6DE6A3EB-76AE-4790-BEE8-D3DDC7B46C25},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79393881,-88.14619102
317,1094601600000,SC3-T1,Utility,{CAA37993-951D-4F43-8D79-BF7159F47CD9},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79863462,-88.13044079
318,1094601600000,SC3-T1,Utility,{AC241442-B64A-4A83-B32F-9A0F84C98BB5},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79510751,-88.12513647
319,1094601600000,14T1,Utility,{FF6500EC-E1E1-4DB0-A179-FBE0A2AAE109},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79700049,-88.12182076
320,1094601600000,t2,Utility,{585DF3D9-9FCA-4695-8D38-CBB146809BEB},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.80019213,-88.1191146
321,1094601600000,SC3-T2,Utility,{5B471A5F-8CBF-4120-9E44-30F0358957B9},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79421244,-88.12621845
322,1094601600000,SC1-T2,Utility,{B6557476-3E9C-45FF-BB2D-2BCF940CB7F4},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79236896,-88.12776899
323,1094601600000,SC1-T4,Utility,{6E18C192-19D4-4640-B93C-E26942E8E565},Electric,Electric,Field Service,Asset Mgmt.,Pads,41.79371614,-88.12837941
