OBJECTID,MeasuredLe,NominalVol,OperatingV,ConductorT,FeederID,ConductorC,OWNER,OPERATINGC,Shape_Length,FacilityID,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
151,212.31103319,380,380,OPN,RMT004,HOR,Utility,Distribution,86.95912855261363,POH -151,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79047848,-88.14305155
152,414.70772534,380,380,OPN,RMT004,HOR,Utility,Distribution,169.61852553658684,POH -152,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79120466,-88.1435111
153,215.38655967,380,380,OPN,RMT004,HOR,Utility,Distribution,87.92395330698513,POH -153,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79150551,-88.14642333
154,150.11056012,380,380,OPN,RMT004,HOR,Utility,Distribution,61.50499592427308,POH -154,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79130332,-88.14557842
155,116.453009,380,380,OPN,RMT004,HOR,Utility,Distribution,47.53765726029669,POH -155,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79150796,-88.14581495
156,323.65918979,380,380,OPN,RMT004,HOR,Utility,Distribution,132.33122799447017,POH -156,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79041321,-88.14452401
157,117.63504396,380,380,OPN,RMT004,HOR,Utility,Distribution,48.199009628727204,POH -157,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79022813,-88.1456986
158,115.19985236,380,380,OPN,RMT004,HOR,Utility,Distribution,47.16049536379879,POH -158,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79053891,-88.14566337
159,168.95079079,380,380,OPN,RMT004,HOR,Utility,Distribution,69.22495855705355,POH -159,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79086669,-88.14555386
160,148.94544892,380,380,OPN,RMT004,HOR,Utility,Distribution,60.80372492874427,POH -160,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79061171,-88.1452949
161,18.20158519,380,380,OPN,RMT004,HOR,Utility,Distribution,7.4306950798534315,POH -161,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79151179,-88.14690636
162,32.28572518,380,380,OPN,RMT004,HOR,Utility,Distribution,13.22868032146894,POH -162,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79066055,-88.14698103
163,56.14901942,380,380,OPN,RMT004,HOR,Utility,Distribution,22.920888886669832,POH -163,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79161896,-88.15416777
164,13.74881995,380,380,OPN,RMT004,HOR,Utility,Distribution,5.612158032575797,POH -164,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78803233,-88.14649464
165,293.06336811,380,380,OPN,RMT004,HOR,Utility,Distribution,120.07884191703857,POH -165,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.7911067,-88.14696796
166,130.77051158,380,380,OPN,RMT004,HOR,Utility,Distribution,53.57926041608265,POH -166,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78798449,-88.14783907
167,202.47575045,380,380,OPN,RMT004,HOR,Utility,Distribution,82.94951410802095,POH -167,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78448589,-88.15184044
168,125.79069378,380,380,OPN,RMT004,HOR,Utility,Distribution,51.53532332034787,POH -168,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78364586,-88.14933912
169,15.23764773,380,380,OPN,RMT004,HOR,Utility,Distribution,6.220757472001909,POH -169,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.79151211,-88.14684576
170,137.18582456,380,380,OPN,RMT004,HOR,Utility,Distribution,56.20615069892278,POH -170,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.78821151,-88.14349287
171,445.86864439,380,380,OPN,RMT004,HOR,Utility,Distribution,182.48551310998153,POH -171,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77825192,-88.17758418
172,12.21661448,380,380,OPN,RMT004,HOR,Utility,Distribution,4.9999463719766,POH -172,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77770767,-88.17716407
173,13.05279187,380,380,OPN,RMT004,HOR,Utility,Distribution,5.333461088913984,POH -173,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77723781,-88.17704849
174,13.0530632,380,380,OPN,RMT004,HOR,Utility,Distribution,5.333626506293427,POH -174,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77721773,-88.17708811
175,467.31450882,380,380,OPN,RMT004,HOR,Utility,Distribution,190.71354056565863,POH -175,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77374916,-88.15706385
176,378.21227964,380,380,OPN,RMT004,HOR,Utility,Distribution,154.60286908524967,POH -176,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77378865,-88.15887059
177,330.05575456,380,380,OPN,RMT004,HOR,Utility,Distribution,134.69947894020567,POH -177,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77488276,-88.15599769
178,12.20748777,380,380,OPN,RMT004,HOR,Utility,Distribution,5.000019014803192,POH -178,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77415831,-88.15862801
179,293.00751046,380,380,OPN,RMT004,HOR,Utility,Distribution,120.02356764972976,POH -179,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77605977,-88.15962524
180,12.2064439,380,380,OPN,RMT004,HOR,Utility,Distribution,5.000095646615225,POH -180,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77564436,-88.15969459
181,6.98082726,380,380,OPN,RMT004,HOR,Utility,Distribution,2.859535368273746,POH -181,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77736784,-88.15945969
182,299.7177613,380,380,OPN,RMT004,HOR,Utility,Distribution,122.76185530021608,POH -182,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77423228,-88.1641916
183,24.87481761,380,380,OPN,RMT004,HOR,Utility,Distribution,10.188716810643385,POH -183,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77344194,-88.16400675
184,272.2064589,380,380,OPN,RMT004,HOR,Utility,Distribution,111.21914107544956,POH -184,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77689648,-88.15999306
185,98.50921595,380,380,OPN,RMT004,HOR,Utility,Distribution,40.352315465924,POH -185,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.7772242,-88.15948352
186,730.1162783,380,380,OPN,RMT004,HOR,Utility,Distribution,298.306240964849,POH -186,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77750798,-88.16167572
187,306.41076469,380,380,OPN,RMT004,HOR,Utility,Distribution,125.4950369710909,POH -187,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77398144,-88.16521687
188,12.20726233,380,380,OPN,RMT004,HOR,Utility,Distribution,4.9999914422050935,POH -188,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77476556,-88.16538007
189,321.17600615,380,380,OPN,RMT004,HOR,Utility,Distribution,131.43223988865554,POH -189,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77659771,-88.16247775
190,212.00180937,380,380,OPN,RMT004,HOR,Utility,Distribution,86.61765024588465,POH -190,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77605947,-88.16250623
191,223.97939947,380,380,OPN,RMT004,HOR,Utility,Distribution,91.40989919659738,POH -191,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.7762053,-88.16119854
192,179.90996744,380,380,OPN,RMT004,HOR,Utility,Distribution,73.50577688839776,POH -192,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77576633,-88.16310851
193,146.30668372,380,380,OPN,RMT004,HOR,Utility,Distribution,59.92893954158861,POH -193,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.7750827,-88.15981088
194,12.20716185,380,380,OPN,RMT004,HOR,Utility,Distribution,4.999928649054176,POH -194,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77561123,-88.15970101
195,181.89489136,380,380,OPN,RMT004,HOR,Utility,Distribution,74.23427536311,POH -195,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77581539,-88.15683004
196,201.0342215,380,380,OPN,RMT004,HOR,Utility,Distribution,82.04645552844454,POH -196,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77668471,-88.15178638
197,340.4798699,380,380,OPN,RMT004,HOR,Utility,Distribution,138.9802079907276,POH -197,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.7767586,-88.15615122
198,155.839799,380,380,OPN,RMT004,HOR,Utility,Distribution,63.600927152049096,POH -198,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77621435,-88.16189468
199,356.56549017,380,380,OPN,RMT004,HOR,Utility,Distribution,145.7856827859872,POH -199,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77515778,-88.16560493
200,188.63297793,380,380,OPN,RMT004,HOR,Utility,Distribution,77.07090233058742,POH -200,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77547362,-88.1658135
201,421.82108984,380,380,OPN,RMT004,HOR,Utility,Distribution,172.34886653981067,POH -201,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77593717,-88.16488152
202,469.1625054,380,380,OPN,RMT004,HOR,Utility,Distribution,191.69292969371315,POH -202,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77661123,-88.163519
203,83.09423571,380,380,OPN,RMT004,HOR,Utility,Distribution,33.91204035188108,POH -203,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77565584,-88.15089325
204,82.11090242,380,380,OPN,RMT004,HOR,Utility,Distribution,33.51067046888927,POH -204,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77564837,-88.15059058
205,98.94370784,380,380,OPN,RMT004,HOR,Utility,Distribution,40.380371796198375,POH -205,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.7756408,-88.15025885
206,396.86687657,380,380,OPN,RMT004,HOR,Utility,Distribution,161.96750249942423,POH -206,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77561431,-88.14935072
207,80.55885305,380,380,OPN,RMT004,HOR,Utility,Distribution,32.87735154616971,POH -207,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77558947,-88.14847621
208,117.13355488,380,380,OPN,RMT004,HOR,Utility,Distribution,47.80406822057626,POH -208,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77566629,-88.15126001
209,199.08654212,380,380,OPN,RMT004,HOR,Utility,Distribution,81.25031719540516,POH -209,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77568293,-88.15183924
210,264.02593968,380,380,OPN,RMT004,HOR,Utility,Distribution,107.75295764287715,POH -210,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77570379,-88.1526877
211,132.61362286,380,380,OPN,RMT004,HOR,Utility,Distribution,54.121747286890105,POH -211,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77572295,-88.15341431
212,66.28634161,380,380,OPN,RMT004,HOR,Utility,Distribution,27.052529628034943,POH -212,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77573338,-88.15377865
213,329.09491847,380,380,OPN,RMT004,HOR,Utility,Distribution,134.3089285567671,POH -213,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77575285,-88.15450294
214,145.16073539,380,380,OPN,RMT004,HOR,Utility,Distribution,59.242473721817426,POH -214,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77579061,-88.15585602
215,132.20323903,380,380,OPN,RMT004,HOR,Utility,Distribution,53.95429636006777,POH -215,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.7757759,-88.15534798
216,102.30397683,380,380,OPN,RMT004,HOR,Utility,Distribution,41.751847284238,POH -216,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77580261,-88.15630936
217,329.79155501,380,380,OPN,RMT004,HOR,Utility,Distribution,134.59426328048073,POH -217,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77584645,-88.15776702
218,125.75229517,380,380,OPN,RMT004,HOR,Utility,Distribution,51.322468900065445,POH -218,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77666655,-88.15118785
219,262.95512538,380,380,OPN,RMT004,HOR,Utility,Distribution,107.3178388893768,POH -219,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77670305,-88.1526365
220,264.00962372,380,380,OPN,RMT004,HOR,Utility,Distribution,107.74808795752278,POH -220,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77672955,-88.15360174
221,264.41279256,380,380,OPN,RMT004,HOR,Utility,Distribution,107.91282938667958,POH -221,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77675417,-88.1545698
222,133.15388799,380,380,OPN,RMT004,HOR,Utility,Distribution,54.34322236666644,POH -222,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.7767775,-88.1552979
223,247.56010764,380,380,OPN,RMT004,HOR,Utility,Distribution,101.04718812644093,POH -223,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77892979,-88.15244893
224,190.74173886,380,380,OPN,RMT004,HOR,Utility,Distribution,77.84883132236129,POH -224,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77889673,-88.1516476
225,168.27314491,380,380,OPN,RMT004,HOR,Utility,Distribution,68.67127122308278,POH -225,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77227916,-88.16038114
226,23.8985988,380,380,OPN,RMT004,HOR,Utility,Distribution,9.75282257634467,POH -226,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77231447,-88.16156654
227,100.43785293,380,380,OPN,RMT004,HOR,Utility,Distribution,41.1426894562535,POH -227,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77431253,-88.15861735
228,179.01527366,380,380,OPN,RMT004,HOR,Utility,Distribution,73.05788888322995,POH -228,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77366477,-88.15976427
229,131.97770788,380,380,OPN,RMT004,HOR,Utility,Distribution,54.06399583932167,POH -229,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77664079,-88.15956322
230,98.55927661,380,380,OPN,RMT004,HOR,Utility,Distribution,40.372685562162765,POH -230,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77695584,-88.15952789
231,115.67613711,380,380,OPN,RMT004,HOR,Utility,Distribution,47.38101355791011,POH -231,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77543819,-88.15973988
232,177.420946,380,380,OPN,RMT004,HOR,Utility,Distribution,72.67218865905079,POH -232,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77464307,-88.15989576
233,283.10805346,380,380,OPN,RMT004,HOR,Utility,Distribution,115.95766212617525,POH -233,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.7752767,-88.16094981
234,92.33700741,380,380,OPN,RMT004,HOR,Utility,Distribution,37.70724317664182,POH -234,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77484203,-88.16119128
235,248.36674537,380,380,OPN,RMT004,HOR,Utility,Distribution,101.70793047280073,POH -235,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77446808,-88.1612147
236,130.10190657,380,380,OPN,RMT004,HOR,Utility,Distribution,53.28740840582256,POH -236,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77365129,-88.16405609
237,237.59588774,380,380,OPN,RMT004,HOR,Utility,Distribution,97.30704284410453,POH -237,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77495795,-88.16431807
238,198.605627,380,380,OPN,RMT004,HOR,Utility,Distribution,81.3549300020432,POH -238,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77592917,-88.16082666
239,11.73268858,380,380,OPN,RMT004,HOR,Utility,Distribution,4.788719658490917,POH -239,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.7782382,-88.15795837
240,69.84966095,380,380,OPN,RMT004,HOR,Utility,Distribution,28.508293131707433,POH -240,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77898821,-88.15302086
241,51.09423642,380,380,OPN,RMT004,HOR,Utility,Distribution,20.85178423607135,POH -241,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77366615,-88.15461626
242,203.78035392,380,380,OPN,RMT004,HOR,Utility,Distribution,83.1633154435872,POH -242,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77367921,-88.15508312
243,133.49334773,380,380,OPN,RMT004,HOR,Utility,Distribution,54.47906312185212,POH -243,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77369597,-88.15570094
244,71.88419267,380,380,OPN,RMT004,HOR,Utility,Distribution,29.336333322111045,POH -244,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77370811,-88.15607704
245,131.36632437,380,380,OPN,RMT004,HOR,Utility,Distribution,53.8115411978445,POH -245,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77386923,-88.15544699
246,297.01518624,380,380,OPN,RMT004,HOR,Utility,Distribution,121.66713362253253,POH -246,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77445655,-88.15541503
247,78.54869646,380,380,OPN,RMT004,HOR,Utility,Distribution,32.05655615227147,POH -247,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77491846,-88.15726516
248,141.67867612,380,380,OPN,RMT004,HOR,Utility,Distribution,57.82049634450378,POH -248,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77490828,-88.1568617
249,106.26449524,380,380,OPN,RMT004,HOR,Utility,Distribution,43.367696560794144,POH -249,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77485833,-88.15519858
250,12,380,380,OPN,RMT004,HOR,Utility,Distribution,4.915892030510941,POH -250,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.7788676,-88.15129885
251,117.19212952,380,380,OPN,RMT004,HOR,Utility,Distribution,48.004761280408054,POH -251,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.7728472,-88.1388564
252,130.90434185,380,380,OPN,RMT004,HOR,Utility,Distribution,53.62346846236217,POH -252,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77535107,-88.13873588
253,74.36854004,380,380,OPN,RMT004,HOR,Utility,Distribution,30.463827334711738,POH -253,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77424193,-88.13878952
254,86.01480109,380,380,OPN,RMT004,HOR,Utility,Distribution,35.2341714306221,POH -254,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77402202,-88.13880034
255,113.61809356,380,380,OPN,RMT004,HOR,Utility,Distribution,46.54122243323584,POH -255,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77374833,-88.13881549
256,100.65567381,380,380,OPN,RMT004,HOR,Utility,Distribution,41.23101743468675,POH -256,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77345463,-88.13883356
257,112.53013669,380,380,OPN,RMT004,HOR,Utility,Distribution,46.095364758157245,POH -257,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77316236,-88.13884876
258,107.78031662,380,380,OPN,RMT004,HOR,Utility,Distribution,44.1459802465989,POH -258,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77254003,-88.13883058
259,80.86621641,380,380,OPN,RMT004,HOR,Utility,Distribution,33.12671929031117,POH -259,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.7775053,-88.13726968
260,113.36769579,380,380,OPN,RMT004,HOR,Utility,Distribution,46.44115104319694,POH -260,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77723909,-88.13728622
261,103.72121801,380,380,OPN,RMT004,HOR,Utility,Distribution,42.48951190217354,POH -261,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77694133,-88.13729707
262,99.22375945,380,380,OPN,RMT004,HOR,Utility,Distribution,40.64658210076615,POH -262,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77666303,-88.13730889
263,101.22430616,380,380,OPN,RMT004,HOR,Utility,Distribution,41.46610807485861,POH -263,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77638818,-88.13732266
264,106.59910308,380,380,OPN,RMT004,HOR,Utility,Distribution,43.66759389859271,POH -264,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77610322,-88.13733668
265,114.09586651,380,380,OPN,RMT004,HOR,Utility,Distribution,46.73834150829056,POH -265,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77580069,-88.13735471
266,102.23669492,380,380,OPN,RMT004,HOR,Utility,Distribution,41.88020749243036,POH -266,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77550409,-88.13737043
267,99.9737081,380,380,OPN,RMT004,HOR,Utility,Distribution,40.95283187094556,POH -267,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77522692,-88.13738697
268,94.33318969,380,380,OPN,RMT004,HOR,Utility,Distribution,38.64194190321622,POH -268,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77496075,-88.1374076
269,128.94607074,380,380,OPN,RMT004,HOR,Utility,Distribution,52.820828311667555,POH -269,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77461545,-88.13742666
270,75.52672931,380,380,OPN,RMT004,HOR,Utility,Distribution,30.937921201958243,POH -270,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77433511,-88.13744004
271,124.65873569,380,380,OPN,RMT004,HOR,Utility,Distribution,51.06382937619152,POH -271,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77406086,-88.13746057
272,125.03195273,380,380,OPN,RMT004,HOR,Utility,Distribution,51.21668467517116,POH -272,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.7737186,-88.13748106
273,105.12853434,380,380,OPN,RMT004,HOR,Utility,Distribution,43.0634200460402,POH -273,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77340298,-88.13749595
274,133.22051184,380,380,OPN,RMT004,HOR,Utility,Distribution,54.570306305191906,POH -274,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77366988,-88.13614279
275,99.40762596,380,380,OPN,RMT004,HOR,Utility,Distribution,40.72038096480239,POH -275,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77398862,-88.13612033
276,144.32074616,380,380,OPN,RMT004,HOR,Utility,Distribution,59.11792372268661,POH -276,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77432258,-88.13609703
277,78.56864892,380,380,OPN,RMT004,HOR,Utility,Distribution,32.18456403341359,POH -277,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77462806,-88.13608144
278,107.77268124,380,380,OPN,RMT004,HOR,Utility,Distribution,44.1475546799163,POH -278,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77488365,-88.13607429
279,97.85769828,380,380,OPN,RMT004,HOR,Utility,Distribution,40.0860597579869,POH -279,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77516551,-88.13605741
280,127.09332499,380,380,OPN,RMT004,HOR,Utility,Distribution,52.06271691421202,POH -280,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77547399,-88.13604691
281,105.9137347,380,380,OPN,RMT004,HOR,Utility,Distribution,43.38628722313736,POH -281,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77579344,-88.13603397
282,101.44253355,380,380,OPN,RMT004,HOR,Utility,Distribution,41.5552955383672,POH -282,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77607761,-88.1360156
283,100.23377021,380,380,OPN,RMT004,HOR,Utility,Distribution,41.06020785224032,POH -283,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77635416,-88.13600234
284,101.45322947,380,380,OPN,RMT004,HOR,Utility,Distribution,41.55943554249646,POH -284,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77663046,-88.1359824
285,100.34080988,380,380,OPN,RMT004,HOR,Utility,Distribution,41.104655818882385,POH -285,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77690698,-88.1359657
286,100.51557917,380,380,OPN,RMT004,HOR,Utility,Distribution,41.17556828229753,POH -286,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77718218,-88.13594847
287,48.5250356,380,380,OPN,RMT004,HOR,Utility,Distribution,19.878424095322494,POH -287,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.7774192,-88.13593105
288,468.66662916,380,380,OPN,RMT004,HOR,Utility,Distribution,191.9816240681052,POH -288,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77487821,-88.1347875
289,222.52700042,380,380,OPN,RMT004,HOR,Utility,Distribution,91.1537801140129,POH -289,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77393099,-88.13483714
290,199.42408876,380,380,OPN,RMT004,HOR,Utility,Distribution,81.69048197585451,POH -290,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77424442,-88.14020097
291,199.06764827,380,380,OPN,RMT004,HOR,Utility,Distribution,81.54331517745771,POH -291,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77327335,-88.14024911
292,183.12494272,380,380,OPN,RMT004,HOR,Utility,Distribution,75.01523950281137,POH -292,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77565305,-88.14011953
293,198.30893723,380,380,OPN,RMT004,HOR,Utility,Distribution,81.23572825805323,POH -293,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77644892,-88.14006838
294,276.36402052,380,380,OPN,RMT004,HOR,Utility,Distribution,113.21246218861931,POH -294,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77709974,-88.14003833
295,101.41764471,380,380,OPN,RMT004,HOR,Utility,Distribution,41.545979898579226,POH -295,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77803807,-88.13999291
296,96.68173739,380,380,OPN,RMT004,HOR,Utility,Distribution,39.603721125452964,POH -296,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77415074,-88.14167935
297,136.75356514,380,380,OPN,RMT004,HOR,Utility,Distribution,56.01831557513924,POH -297,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77383066,-88.14169516
298,261.55683737,380,380,OPN,RMT004,HOR,Utility,Distribution,107.14058033672718,POH -298,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77328442,-88.14171969
299,61.89120793,380,380,OPN,RMT004,HOR,Utility,Distribution,25.35216229150173,POH -299,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77284083,-88.14173693
300,151.62373528,380,380,OPN,RMT004,HOR,Utility,Distribution,62.11006838441298,POH -300,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77458894,-88.14558232
301,72.06927814,380,380,OPN,RMT004,HOR,Utility,Distribution,29.52258592440924,POH -301,Electric,Electric,Field Service,Asset Mgmt.,Primary (Overhead),41.77561928,-88.13474629
