OBJECTID,FacilityID,FeederID,OperatingV,Installati,RatedKVA,OWNER,OPERATINGC,CONSTRUC_1,GlobalID,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
364,706,RMT002,380,913334400000,50,Utility,Distribution,Underground,{427007D3-22C5-4BD2-9924-E2AD9168A3A4},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76705575,41.76705575
365,707,RMT002,380,913334400000,50,Utility,Distribution,Underground,{E5C85698-A4BE-4592-9BA1-946DE3F105F9},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76687279,41.76687279
366,708,RMT002,380,913334400000,50,Utility,Distribution,Underground,{06A45D3F-D42C-433D-BEAC-115F7F425689},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76779277,41.76779277
367,709,RMT002,380,913334400000,50,Utility,Distribution,Underground,{60EA0DDF-6BCA-4C5B-A96C-92643618E5D9},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.7678277,41.7678277
368,710,RMT002,380,913334400000,50,Utility,Distribution,Underground,{2AFDBACC-5F86-4B88-AB20-EA16D56E5EAF},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76912909,41.76912909
369,711,RMT002,380,913334400000,50,Utility,Distribution,Underground,{5A7732F1-99A9-4BC0-B952-C637B292A97F},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76965094,41.76965094
370,712,RMT002,380,913334400000,100,Utility,Distribution,Underground,{F1426549-2F5B-4F41-86FA-047B836382B1},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76897583,41.76897583
371,713,RMT002,380,913334400000,50,Utility,Distribution,Underground,{0777DA3B-7340-442F-9EAB-AB7D525547D2},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77106995,41.77106995
372,714,RMT002,380,913334400000,50,Utility,Distribution,Underground,{3B1BEFEB-A940-4EBB-AF35-97FA1C31D12D},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76784825,41.76784825
373,715,RMT002,380,913334400000,50,Utility,Distribution,Underground,{2F99ED6D-3C5C-4445-94A0-D8822377F049},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76770335,41.76770335
374,716,RMT002,380,913334400000,50,Utility,Distribution,Underground,{AE718085-9254-4897-931A-D886BA18C50C},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76985716,41.76985716
375,717,RMT002,380,913334400000,75,Utility,Distribution,Underground,{DB3041D8-5095-4C94-95EA-09F18D2ABBBC},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77174734,41.77174734
376,718,RMT002,380,913334400000,50,Utility,Distribution,Underground,{1DD619B8-EFEF-4289-9AFA-8D2DC4A0025A},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77036288,41.77036288
377,MH7-1-3,RMT002,380,913334400000,50,Utility,Distribution,Underground,{F23F8747-50D0-4A32-88E8-1E111E353F7C},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77043037,41.77043037
378,720,RMT002,380,913334400000,50,Utility,Distribution,Underground,{3BDD4C95-0618-475A-969F-7673097CBB6D},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.769731,41.769731
379,721,RMT002,380,913334400000,50,Utility,Distribution,Underground,{1EA590D2-322B-43D0-8320-7BCFCAEFC6B4},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76904903,41.76904903
380,722,RMT002,380,913334400000,50,Utility,Distribution,Underground,{BA17C2C0-31AF-409D-B64E-962733E5B845},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76955443,41.76955443
381,723,RMT002,380,913334400000,50,Utility,Distribution,Underground,{4137F529-CBBF-4E11-BF47-9231DACC6209},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77136368,41.77136368
382,724,RMT002,380,913334400000,50,Utility,Distribution,Underground,{E002B5C3-425D-4895-816F-47FD37DE4482},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77048836,41.77048836
383,725,RMT002,380,913334400000,50,Utility,Distribution,Underground,{9DC1CA87-112D-44CE-BBFE-99F848568693},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76757666,41.76757666
384,726,RMT002,150,913334400000,50,Utility,Distribution,Underground,{5AFE7990-30C1-4D19-9CFF-E1324EF2D06F},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76741424,41.76741424
385,727,RMT002,150,913334400000,50,Utility,Distribution,Underground,{7AB0474B-4C0B-46CD-9E8D-951CA2BC74AE},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76730453,41.76730453
386,P29-T12,RMT002,150,913334400000,50,Utility,Distribution,Underground,{FD197D0D-FAE6-4E7C-AF0B-5AB74D21CCE3},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76719427,41.76719427
387,P29-T11,RMT002,150,913334400000,50,Utility,Distribution,Underground,{6D04C66A-3F34-40F2-9D82-FC7FAE7AADA9},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76834771,41.76834771
388,730,RMT002,380,913334400000,25,Utility,Distribution,Underground,{D45D0A8B-4420-4F72-AC50-CD814B5CFB12},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76837501,41.76837501
389,731,RMT002,380,913334400000,25,Utility,Distribution,Underground,{E580A106-3C81-40A1-B4B4-2EF2BAFD291F},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76850874,41.76850874
390,732,RMT002,380,913334400000,25,Utility,Distribution,Underground,{C73EC94F-50A4-495A-8600-7006AD19DD00},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76880628,41.76880628
391,733,RMT002,380,913334400000,25,Utility,Distribution,Underground,{85DCF5DA-00B1-463E-A13A-E89B01F38099},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76896281,41.76896281
392,734,RMT002,380,913334400000,25,Utility,Distribution,Underground,{7D19E074-121A-4B95-9017-40CEBFF41C73},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76915345,41.76915345
393,735,RMT002,380,913334400000,50,Utility,Distribution,Underground,{82B2F747-EC85-4339-BF15-E35470138BA4},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76955905,41.76955905
394,736,RMT002,380,913334400000,50,Utility,Distribution,Underground,{1A0D7BA1-2DCF-4D39-927B-C916ED96612C},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76961749,41.76961749
395,737,RMT002,380,913334400000,50,Utility,Distribution,Underground,{267B16D0-978F-4B1A-8522-58951884610E},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76889318,41.76889318
396,738,RMT002,380,913334400000,50,Utility,Distribution,Underground,{7CDB0BF5-8EF6-4190-83D2-31B01FDE2CAD},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76859435,41.76859435
397,739,RMT002,380,913334400000,50,Utility,Distribution,Underground,{F968A82F-B286-4B90-A543-D60CE33952A4},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76846486,41.76846486
398,740,RMT002,380,913334400000,50,Utility,Distribution,Underground,{FC7F060E-2813-46E0-AA31-2F2EB2101830},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76945556,41.76945556
399,741,RMT002,380,913334400000,25,Utility,Distribution,Underground,{02DCBCB1-D092-4B84-B6B5-7B651F48F914},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76903537,41.76903537
400,742,RMT002,380,913334400000,25,Utility,Distribution,Underground,{1822302D-CA97-4DB5-80CC-82BFED274F7C},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76919407,41.76919407
401,743,RMT002,380,913334400000,25,Utility,Distribution,Underground,{8B7B62CB-BC41-4F7C-9356-59A601683552},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76934993,41.76934993
402,744,RMT002,380,913334400000,50,Utility,Distribution,Underground,{2A39C53B-4E8B-41DF-8401-CE774DD22CE4},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76639838,41.76639838
403,745,RMT002,380,913334400000,50,Utility,Distribution,Underground,{55081912-FB6F-4414-BBC0-742BBA7011ED},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76659735,41.76659735
404,746,RMT002,380,971308800000,50,Utility,Distribution,Underground,{70D467FD-776E-4A99-97DF-5FA941129BB5},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.7791334,41.7791334
405,747,RMT002,380,971308800000,50,Utility,Distribution,Underground,{E3B3E3B9-0B2E-4AF4-8DBD-41F13EEFB64E},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77881451,41.77881451
406,748,RMT002,380,971308800000,50,Utility,Distribution,Underground,{6A82E7B7-61BB-43A2-8ABA-D23D7ED4473A},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.7787693,41.7787693
407,749,RMT002,380,971308800000,50,Utility,Distribution,Underground,{3F94CBC4-D760-4AFD-8C37-BC5DB65B1CB7},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77863739,41.77863739
408,750,RMT002,380,971308800000,50,Utility,Distribution,Underground,{D6DCE4C5-1BD8-45B4-84DB-17862B5C808C},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77350898,41.77350898
409,751,RMT002,380,971308800000,50,Utility,Distribution,Underground,{0745A202-8E70-4E8E-9FB8-D6CCDD8439C0},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77413882,41.77413882
410,752,RMT002,380,971308800000,50,Utility,Distribution,Underground,{D3FF9F0E-6AF6-4B9F-AC30-75351A8C67A1},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77808062,41.77808062
411,753,RMT002,380,971308800000,50,Utility,Distribution,Underground,{9BA4DFA7-EF33-4538-987A-768D83D065CD},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77882772,41.77882772
412,754,RMT002,380,971308800000,50,Utility,Distribution,Underground,{8E85E771-5C74-403A-8ECC-D915026D9E8B},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77863485,41.77863485
413,755,RMT002,380,971308800000,50,Utility,Distribution,Underground,{B884931C-E237-40F7-8294-9BE0233A64EE},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77903031,41.77903031
414,756,RMT002,380,971308800000,50,Utility,Distribution,Underground,{E9DC39C5-CB6A-4CA4-8ED7-BA2D2E7E146D},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77824375,41.77824375
415,757,RMT002,380,971308800000,50,Utility,Distribution,Underground,{613F5B7C-A950-42FD-9F81-17B3CB2CD956},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77885466,41.77885466
416,758,RMT002,380,971308800000,100,Utility,Distribution,Underground,{6A7852FB-D0B0-459F-9D9F-9902EBA0F2AD},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77217358,41.77217358
417,759,RMT002,380,971308800000,50,Utility,Distribution,Underground,{2A836E4F-BF4D-458F-908B-646A598048C7},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77868689,41.77868689
418,760,RMT002,380,971308800000,100,Utility,Distribution,Underground,{861852BA-D09C-4CDD-8453-FCA1D1F5A6FD},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77226396,41.77226396
419,761,RMT002,380,971308800000,50,Utility,Distribution,Underground,{346647DC-D82A-42BD-A7DF-B13F4AE62410},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77861167,41.77861167
420,762,RMT002,380,971308800000,50,Utility,Distribution,Underground,{ECBD9040-4B3A-4368-9DAB-016E88BBBA38},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77864763,41.77864763
421,763,RMT002,380,971308800000,50,Utility,Distribution,Underground,{D4D9AC07-B8D3-4EE2-821F-A52FFA98FEE8},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77898807,41.77898807
422,764,RMT002,380,971308800000,50,Utility,Distribution,Underground,{2373C9E4-BB16-419C-BCC4-AEC96DF853E2},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77907054,41.77907054
423,765,RMT002,380,971308800000,50,Utility,Distribution,Underground,{A427FA2F-CBFF-4A80-9E21-9BF45C5922AA},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77908517,41.77908517
424,766,RMT002,380,971308800000,50,Utility,Distribution,Underground,{042A1EDC-EE21-42E0-8CEC-6597E4E4CD29},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77909524,41.77909524
425,767,RMT002,380,971308800000,50,Utility,Distribution,Underground,{39276549-6F60-4E37-9053-8EC8133C46C5},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77911169,41.77911169
426,768,RMT002,380,971308800000,50,Utility,Distribution,Underground,{9A56EC1F-D1A3-4A7F-8A35-F19B271DE80D},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77907105,41.77907105
427,769,RMT002,380,971308800000,50,Utility,Distribution,Underground,{5F808BA8-AC20-4A91-9411-BAA0C091A547},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77880953,41.77880953
428,770,RMT002,380,971308800000,100,Utility,Distribution,Underground,{BE147D69-23BA-4009-BE29-60483AEBF6FA},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77282106,41.77282106
429,771,RMT002,380,913334400000,100,Utility,Distribution,Underground,{815FD0F8-F81A-4B06-818F-A8E87449812C},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.78016733,41.78016733
430,772,RMT002,380,913334400000,100,Utility,Distribution,Underground,{AEB183BF-1E2A-4EDD-8CB4-DC85AC55A9CC},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77930621,41.77930621
431,773,RMT002,380,802310400000,50,Utility,Distribution,Overhead,{51F17D55-481E-449E-B7BA-5C8058E4611E},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77652787,41.77652787
432,774,RMT002,380,935020800000,50,Utility,Distribution,Overhead,{D89BA22D-98ED-4D6C-BB2D-085C9C6F5151},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.76799063,41.76799063
433,775,RMT002,380,971308800000,50,Utility,Distribution,Overhead,{ACF6C92E-D91F-42D4-B9A3-B0B29598E4B1},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77897194,41.77897194
434,776,RMT002,380,971308800000,50,Utility,Distribution,Overhead,{692A9778-2508-4526-9249-AA3DA86A2F37},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77933466,41.77933466
435,777,RMT002,380,971308800000,25,Utility,Distribution,Overhead,{C35CECF9-A687-42EB-8A05-A8F35158FB75},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77414182,41.77414182
436,778,RMT002,380,971308800000,50,Utility,Distribution,Overhead,{DCFDF2F6-3A8D-49B5-90C6-1268E0CD728F},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77257802,41.77257802
437,779,RMT002,380,971308800000,50,Utility,Distribution,Overhead,{C5D96F25-8122-4C0C-8546-C72862D99B89},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77860055,41.77860055
438,780,RMT002,380,971308800000,50,Utility,Distribution,Overhead,{21E0783B-F636-4D81-83ED-95A0C6D8D664},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.7736095,41.7736095
439,781,RMT002,380,971308800000,50,Utility,Distribution,Overhead,{3D10A699-179D-4BB2-8D5E-C94002F919AD},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77360146,41.77360146
440,782,RMT002,380,971308800000,50,Utility,Distribution,Overhead,{13CB350E-F353-45CC-B6BA-0491677593B0},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77362084,41.77362084
441,783,RMT002,380,971308800000,75,Utility,Distribution,Overhead,{912A522A-4011-497F-864A-1CDCA9C64F8B},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77938357,41.77938357
442,784,RMT002,380,971308800000,75,Utility,Distribution,Overhead,{D23E8C02-3E6B-4BF8-9881-68772C654744},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77167902,41.77167902
443,785,RMT002,380,971308800000,75,Utility,Distribution,Overhead,{18C196D5-87F6-4A0C-8D81-72DA1C11B16F},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77391255,41.77391255
444,786,RMT002,380,971308800000,75,Utility,Distribution,Overhead,{A9C6DFBA-560C-4A24-AC21-F514D5927AA9},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77268565,41.77268565
445,<Null>,RMT002,150,971308800000,75,Utility,Distribution,Overhead,{BE2BE9C7-DE9F-40FA-A237-4F3000D0B128},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77651268,41.77651268
446,<Null>,RMT002,380,971308800000,75,Utility,Distribution,Overhead,{677926E8-585E-481D-A43B-4F3E924A3E5E},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77469077,41.77469077
447,<Null>,RMT002,380,971308800000,100,Utility,Distribution,Underground,{AD66B117-23DB-4DBA-BF42-405ECA932EDA},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77389918,41.77389918
448,<Null>,RMT002,150,971308800000,25,Utility,Distribution,Overhead,{B3FD4214-7EE2-40BC-AE87-04D8B7785884},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77331671,41.77331671
449,<Null>,RMT002,380,971308800000,25,Utility,Distribution,Overhead,{14B422AA-78DC-4246-99E9-8B99EEA6A346},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77354715,41.77354715
450,<Null>,RMT002,380,971308800000,25,Utility,Distribution,Overhead,{907A685C-323A-4F14-B871-6C42DE203182},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77443855,41.77443855
451,<Null>,RMT002,380,971308800000,25,Utility,Distribution,Overhead,{C8482A04-D446-4B33-B910-D103AF8E5DE1},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77508996,41.77508996
452,<Null>,RMT002,380,971308800000,25,Utility,Distribution,Overhead,{3FE69611-0FDE-497C-8B7E-68128E1E7C4C},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77624935,41.77624935
453,<Null>,RMT002,380,971308800000,25,Utility,Distribution,Overhead,{20E2BF85-6DE8-462E-8A75-AF5FE0CC9563},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77679903,41.77679903
454,<Null>,RMT002,150,971308800000,250,Utility,Distribution,Overhead,{305885D5-B688-4BF6-B65F-92ED908D120D},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77701588,41.77701588
455,<Null>,RMT002,380,971308800000,75,Utility,Distribution,Overhead,{2AFAC8AE-31D1-473F-AE9F-CC87E3A8C6CA},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77799068,41.77799068
456,<Null>,RMT002,380,971308800000,75,Utility,Distribution,Overhead,{64113D55-7D52-4647-9DAD-6C2CFB575295},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77706064,41.77706064
457,<Null>,RMT002,380,971308800000,75,Utility,Distribution,Overhead,{D258FCD8-F358-41CE-9275-1C64DAC4E9E8},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77432326,41.77432326
458,<Null>,RMT002,150,971308800000,75,Utility,Distribution,Overhead,{6DCFDAEB-F948-45E6-ACF9-CE9BA72845A0},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.7762534,41.7762534
459,<Null>,RMT002,150,971308800000,75,Utility,Distribution,Overhead,{EAC295BC-FD45-45A2-84B6-99629A94CDCD},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77625166,41.77625166
460,<Null>,RMT002,150,971308800000,25,Utility,Distribution,Overhead,{A6A68CD5-CB3A-4976-A966-051A13AB583E},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77586715,41.77586715
461,<Null>,RMT002,380,971308800000,75,Utility,Distribution,Overhead,{376D9C52-3FBA-4DD1-AF03-9BA1A7EFED5F},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77237911,41.77237911
462,<Null>,RMT002,380,971308800000,75,Utility,Distribution,Overhead,{20885625-87FB-4163-83B0-1D26BEF2F1B0},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77239882,41.77239882
463,809,RMT002,380,913334400000,50,Utility,Distribution,Underground,{02A85B85-435E-4240-B35C-CA6DE479491D},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77769316,41.77769316
464,810,RMT002,380,913334400000,100,Utility,Distribution,Underground,{23FEC2A5-BC79-43B3-9331-7C8F465F431D},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77220057,41.77220057
465,811,RMT002,380,913334400000,100,Utility,Distribution,Underground,{01353BB5-B2E6-4FBF-859C-845835D644FA},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.7720107,41.7720107
466,812,RMT002,150,913334400000,100,Utility,Distribution,Underground,{9B58E992-0F27-49BF-841B-357A55DC490A},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77268787,41.77268787
467,813,RMT002,150,913334400000,100,Utility,Distribution,Underground,{36A60A4E-CE07-4803-AD72-49CDEDD7C42D},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.7732686,41.7732686
468,814,RMT002,150,913334400000,100,Utility,Distribution,Underground,{337BE9DD-8AD2-4E6E-9BD2-4A0343087F10},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77331659,41.77331659
469,815,RMT002,150,913334400000,100,Utility,Distribution,Underground,{3C6BC727-58C1-4290-BF5F-2F14F6C418C4},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77321592,41.77321592
470,816,RMT002,150,913334400000,100,Utility,Distribution,Underground,{7ED8ADA7-42FE-41E6-A70E-23F73C6A6D74},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77226194,41.77226194
471,817,RMT002,150,913334400000,100,Utility,Distribution,Underground,{99300B91-1DE5-45AA-9F6A-11820B31A4E1},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77161225,41.77161225
472,818,RMT002,150,913334400000,100,Utility,Distribution,Underground,{3F2DBBE2-3F34-4A91-BA68-B37C629F644E},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77231545,41.77231545
473,819,RMT002,380,913334400000,100,Utility,Distribution,Underground,{6E3737C8-02F6-4706-9306-4129AA7DAEDC},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77849878,41.77849878
474,820,RMT002,380,913334400000,50,Utility,Distribution,Underground,{1991516C-279C-406A-9BB8-6F8F7B75049F},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77822396,41.77822396
475,821,RMT002,380,913334400000,100,Utility,Distribution,Underground,{F0B67391-855B-4ED3-8D7F-6B44200B606E},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77789185,41.77789185
476,822,RMT002,150,913334400000,50,Utility,Distribution,Underground,{7DED591F-9F05-4991-89A1-2EB6B99DAE53},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77796942,41.77796942
477,823,RMT002,150,913334400000,50,Utility,Distribution,Underground,{C0E10FE4-3A76-4CD8-8ABC-2F9C2E612C03},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77859715,41.77859715
478,824,RMT002,150,913334400000,50,Utility,Distribution,Underground,{20785879-F787-4582-BEAA-7EAEBE3A496A},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.7775305,41.7775305
479,825,RMT002,150,913334400000,50,Utility,Distribution,Underground,{DD0ADB80-B1C9-4C9B-9CB2-0665DE86F01D},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77725367,41.77725367
480,826,RMT002,150,913334400000,50,Utility,Distribution,Underground,{B301F0DF-98FA-449E-B7B8-1F356DAE185C},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77786193,41.77786193
481,827,RMT002,150,913334400000,50,Utility,Distribution,Underground,{1CCEBA7F-FEDC-4DAB-A7BD-A5ADEFF94902},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77834866,41.77834866
482,828,RMT002,150,913334400000,100,Utility,Distribution,Underground,{C63BDB95-3AD8-4BB2-88ED-E496C6D60002},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.774756,41.774756
483,829,RMT002,150,913334400000,100,Utility,Distribution,Underground,{B99C17C3-F975-4955-A595-DCAD405BA315},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77615141,41.77615141
484,830,RMT002,150,913334400000,50,Utility,Distribution,Underground,{DFC8EB03-E670-4BF6-A9FC-40939948F170},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77511671,41.77511671
485,831,RMT002,150,913334400000,50,Utility,Distribution,Underground,{393586E2-5C49-4562-A8F7-2E6708C930D1},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77520155,41.77520155
486,832,RMT002,150,913334400000,100,Utility,Distribution,Underground,{9CF568E9-954C-4079-A801-9227C8F01974},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77663662,41.77663662
487,833,RMT002,150,913334400000,100,Utility,Distribution,Underground,{CEE567D8-68B5-4DC7-B583-1ADD683A3837},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77588068,41.77588068
488,834,RMT002,150,913334400000,100,Utility,Distribution,Underground,{D0CF6257-A1EB-4E50-9FC4-77E486D829E9},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77736407,41.77736407
489,835,RMT002,150,913334400000,100,Utility,Distribution,Underground,{6245704D-5044-4545-8393-ECC523534DDF},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77697559,41.77697559
490,836,RMT002,150,913334400000,100,Utility,Distribution,Underground,{1D5597BA-E5E2-46C9-A4C5-DD6E55B311E8},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77634481,41.77634481
491,837,RMT002,150,913334400000,100,Utility,Distribution,Underground,{B8FC4AAE-082A-4237-AB4E-FB1483E7C8C2},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77612026,41.77612026
492,838,RMT002,150,913334400000,50,Utility,Distribution,Underground,{4EE90AB8-1384-47D7-A186-AC471D993FB4},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77556925,41.77556925
493,839,RMT002,150,913334400000,50,Utility,Distribution,Underground,{07CEBAD7-61C6-43CC-94BF-763D8D4A1E34},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77625831,41.77625831
494,840,RMT002,150,913334400000,50,Utility,Distribution,Underground,{416B11A2-82A3-4D8D-AF35-BC164443DB51},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77366572,41.77366572
495,841,RMT002,150,913334400000,50,Utility,Distribution,Underground,{2428ECC4-FBA5-4770-BECB-3901CF7F1F98},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77393982,41.77393982
496,842,RMT002,150,913334400000,50,Utility,Distribution,Underground,{5FEA0913-3046-4AD3-89FD-376C19D49B91},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77429552,41.77429552
497,843,RMT002,150,913334400000,50,Utility,Distribution,Underground,{5D89D23D-57A4-4286-9138-545E41FD6200},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77368389,41.77368389
498,844,RMT002,150,913334400000,50,Utility,Distribution,Underground,{4B2DE856-8E37-41E0-94EF-59767C45073A},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77308767,41.77308767
499,845,RMT002,150,913334400000,50,Utility,Distribution,Underground,{036B5086-5DED-468D-A4D3-0C976B9A8B39},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77327782,41.77327782
500,846,RMT002,150,913334400000,50,Utility,Distribution,Underground,{D6FC5ECC-CDFD-4116-9D49-A5E96ACA207D},Electric,Electric,Field Service,Asset Mgmt.,Transformers,41.77222586,41.77222586
