OBJECTID,FacilityID,MeasuredLe,FeederID,NominalVol,OperatingV,ConductorT,BackfillMa,CableCount,InConduitI,OWNER,OPERATINGC,Shape_Length,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
533,PUG-533,229.06861217,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,93.68749592243745,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80089543,-88.13498197
534,PUG-534,566.68318204,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,231.39332582000623,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80098903,-88.13634407
535,PUG-535,447.07574411,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,182.53618771230967,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80080565,-88.13817008
536,PUG-536,340.64253609,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,139.56705601437272,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79932446,-88.13954942
537,PUG-537,601.9487956,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,249.14679422805455,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79873314,-88.13388355
538,PUG-538,325.0012928,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,132.86344705224755,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79982348,-88.13239706
539,PUG-539,194.92736234,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,79.61413487835338,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79741355,-88.14244755
540,PUG-540,227.53328316,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,92.90364001824364,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79725732,-88.14170574
541,PUG-541,642.69486039,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,262.3999793345405,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79708648,-88.14012668
542,PUG-542,295.58545969,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,121.12302012363027,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79635595,-88.13761813
543,PUG-543,641.58718019,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,261.9370527172474,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.7962198,-88.14029906
544,PUG-544,500.87270118,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,205.2261704844133,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79656806,-88.13509826
545,PUG-545,511.73840575,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,209.67374032099886,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79518508,-88.13517083
546,PUG-546,303.2835956,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,123.81095522406909,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79450507,-88.13580727
547,PUG-547,389.642916,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,159.6619944146033,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79504706,-88.13637288
548,PUG-548,227.82047393,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,93.17844827855923,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79650112,-88.1433081
549,PUG-549,446.94353322,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,182.4604508866854,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79531162,-88.14026369
550,PUG-550,321.19834322,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,131.5699407960471,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79570248,-88.1392769
551,PUG-551,458.56092257,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,187.33362209999132,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79389654,-88.14010134
552,PUG-552,198.84556874,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,81.1743918986657,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79363135,-88.13560908
553,PUG-553,254.73455085,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,104.38130712418118,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79502912,-88.13395205
554,PUG-554,370.02841038,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,151.06462197761178,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.7973667,-88.13284317
555,PUG-555,48.32169533,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,19.777739579338952,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79908398,-88.14346694
556,PUG-556,285.10501294,RMT004,380,380,OPN,SOIL,1,N,Utility,Distribution,116.37412166108702,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78564201,-88.1458769
557,PUG-557,164.82781115,RMT004,380,380,OPN,SOIL,1,N,Utility,Distribution,67.43575325949008,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78557177,-88.14517241
558,PUG-558,11.04417352,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,4.524544186532792,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78136196,-88.14672947
559,PUG-559,55.93690318,RMT004,380,380,OPN,SOIL,1,N,Utility,Distribution,22.904166748818007,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78555416,-88.14643982
560,PUG-560,213.33283567,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,90.32961151220114,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79349842,-88.14641844
561,PUG-561,337.50899929,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,137.78707486270005,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79335504,-88.14554796
562,PUG-562,705.72928938,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,288.122934682658,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79299419,-88.14164869
563,PUG-563,740.37906207,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,302.2884468896792,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79233543,-88.14487681
564,PUG-564,323.39681801,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,132.50713118061458,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79086015,-88.14120378
565,PUG-565,366.62829401,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,149.6700075942452,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79042886,-88.14054703
566,PUG-566,210.78242541,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,86.06731933365529,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78865773,-88.13954381
567,PUG-567,334.54792433,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,136.58126961739288,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78952511,-88.14048031
568,PUG-568,509.32221188,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,208.26240209357152,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79263734,-88.13962721
569,PUG-569,318.81839007,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,130.622872228513,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79091964,-88.13996832
570,PUG-570,413.78615554,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,168.91942306134302,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79208322,-88.14085971
571,PUG-571,530.18198146,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,216.43842506160695,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79218231,-88.14258293
572,PUG-572,338.1215754,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,138.53919245513748,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79006323,-88.13923036
573,PUG-573,186.30152324,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,76.057788985755,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.78958019,-88.13955135
574,PUG-574,553.18447098,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,225.8420229322265,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79321514,-88.14392833
575,PUG-575,590.60752741,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,241.98769969352406,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79133675,-88.13928307
576,PUG-576,347.93412826,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,142.0388898989172,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79484652,-88.13040313
577,PUG-577,419.79360486,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,171.37659845936733,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79566514,-88.13029096
578,PUG-578,210.27347476,RMT004,210,380,OPN,SOIL,1,N,Utility,Distribution,88.16814187132385,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79785503,-88.12115395
579,PUG-579,54.91901771,RMT004,380,380,OPN,SOIL,1,N,Utility,Distribution,29.59641747335376,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80244049,-88.12122238
580,PUG-580,41.56633227,RMT004,380,380,OPN,SOIL,1,N,Utility,Distribution,20.388252250998107,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79966603,-88.11938048
581,PUG-581,154.14639346,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,67.97240073151808,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80148105,-88.14203525
582,PUG-582,365.80210331,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,149.65656750566595,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.7971077,-88.14317721
583,PUG-583,746.75593736,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,305.31381967165754,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79563179,-88.14220489
584,PUG-584,582.23045999,RMT003,380,380,OPN,SOIL,1,N,Utility,Distribution,238.2207012425759,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80101662,-88.14574799
585,PUG-585,52.79527109,RMT004,380,380,OPN,SOIL,1,N,Utility,Distribution,21.584178264318506,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80319352,-88.13489172
586,PUG-586,108.06267723,RMT003,380,380,OPN,SOIL,1,N,Utility,Distribution,44.14457201664892,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.7999545,-88.14625411
587,PUG-587,708.63749431,RMT003,210,380,OPN,SOIL,1,N,Utility,Distribution,289.6648058119185,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80349789,-88.15480435
588,PUG-588,463.43987746,RMT003,210,380,OPN,SOIL,1,N,Utility,Distribution,197.89014619868632,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80272149,-88.14902391
589,PUG-589,497.77396689,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,203.9307439730109,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79984376,-88.14062921
590,PUG-590,371.87663975,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,151.8388721326409,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79685981,-88.13829162
591,PUG-591,562.74178351,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,230.19023637068872,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79424683,-88.12997634
592,PUG-592,305.63693013,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,131.16090447139123,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79709791,-88.13669186
593,PUG-593,317.04697777,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,132.2387130256387,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79824484,-88.13358532
594,PUG-594,715.766132,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,292.9130986768263,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79870165,-88.13100639
595,PUG-595,770.74130303,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,315.3799953779745,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80168951,-88.13390712
596,PUG-596,559.03177151,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,228.2481523963966,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80162827,-88.13961536
597,PUG-597,795.82808184,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,325.31899459080364,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79786679,-88.13296464
598,PUG-598,74.21444483,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,38.42584726878883,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79392892,-88.1477555
599,PUG-599,82.80193788,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,37.34488302774772,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.7938269,-88.14625878
600,PUG-600,354.41056206,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,149.46850036994792,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79381311,-88.13110365
601,PUG-601,1123.05728895,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,462.8442296524785,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79316937,-88.13445642
602,PUG-602,563.61952507,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,230.0877264698942,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79368359,-88.13421286
603,PUG-603,667.18931258,RMT004,150,150,OPN,SOIL,1,N,Utility,Distribution,273.0026458893044,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79293015,-88.14670412
604,PUG-604,462.24127279,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,191.8420630035456,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80400808,-88.14450279
605,PUG-605,291.7477396,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,126.10996218811803,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80357765,-88.14156427
606,PUG-606,10.69399283,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,4.382363657195194,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80291392,-88.13879776
607,PUG-607,563.57470149,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,239.112686582541,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80303613,-88.13772389
608,PUG-608,472.29184076,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,195.98563396901235,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80317417,-88.13572979
609,PUG-609,453.08037729,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,198.32493246425756,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80332632,-88.13391504
610,PUG-610,490.02645037,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,214.5715660211841,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80329983,-88.13218181
611,PUG-611,465.66598188,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,203.5675843548309,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80260505,-88.13058569
612,PUG-612,585.52358385,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,246.16810606663725,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80163508,-88.1289254
613,PUG-613,619.52177984,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,270.8633480603495,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80077733,-88.127112
614,PUG-614,471.235645,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,209.97085671241538,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80094315,-88.12511471
615,PUG-615,525.56105401,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,231.80384751340472,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80180574,-88.12343024
616,PUG-616,30.76024296,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,16.569387216599786,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.8022439,-88.14873623
617,PUG-617,9.57428143,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,3.9235406407744953,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80116132,-88.14912745
618,PUG-618,669.67876079,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,281.50858361936935,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80132651,-88.14796598
619,PUG-619,9.91334063,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,4.062519595179344,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80125503,-88.15029513
620,PUG-620,10.02004098,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,4.106327227961705,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80125496,-88.1503295
621,PUG-621,342.58314405,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,144.08412019355535,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80129056,-88.14970121
622,PUG-622,103.00592622,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,45.99866574945603,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80130015,-88.15045391
623,PUG-623,90.47885442,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,40.93895565666541,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80127662,-88.15083184
624,PUG-624,9.91394275,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,4.0628273198219045,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80123528,-88.15098133
625,PUG-625,9.83151045,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,4.029001828606684,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80123489,-88.15101757
626,PUG-626,342.31640492,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,148.0872981075208,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80127423,-88.15163109
627,PUG-627,196.23076692,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,84.15896101695128,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80121513,-88.15135528
628,PUG-628,476.73499791,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,199.19447748028713,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80122434,-88.1529486
629,PUG-629,488.52134022,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,199.48035143088515,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80358763,-88.14620573
630,PUG-630,389.66709732,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,168.21668137932713,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80241801,-88.12187217
631,PUG-631,140.01894284,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,64.10029841968715,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80247286,-88.12087182
632,PUG-632,519.95662038,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,215.96520194391172,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80162048,-88.1458587
633,PUG-633,211.99100689,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,86.67968705240943,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80219085,-88.14475422
634,PUG-634,448.52814484,RMT003,380,380,OPN,SOIL,3,N,Utility,Distribution,186.47504777019373,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80258258,-88.14368149
635,PUG-635,360.11738914,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,154.61855490194225,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80262538,-88.13110115
636,PUG-636,374.71694285,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,153.25142946445706,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80116752,-88.13021633
637,PUG-637,24.95056155,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,10.21015828052883,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80120808,-88.12970163
638,PUG-638,413.00856885,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,169.0623987837316,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80226853,-88.13303346
639,PUG-639,717.42314462,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,304.79508081227084,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.80035857,-88.12786249
640,PUG-640,739.23757022,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,311.7317884788025,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.7993814,-88.12643764
641,PUG-641,497.62069574,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,211.323963854578,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79942543,-88.12423041
642,PUG-642,442.28833651,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,183.65610872723994,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79947241,-88.12246165
643,PUG-643,213.08298962,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,90.8447775180709,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79805972,-88.13075578
644,PUG-644,941.18392987,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,390.0416098497029,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79749756,-88.12896793
645,PUG-645,894.15951446,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,372.277355426229,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79630973,-88.12607516
646,PUG-646,9.54180514,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,3.9037236129520307,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79533025,-88.12498962
647,PUG-647,9.05473219,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,3.7050216087930314,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.7953915,-88.12488606
648,PUG-648,37.98862479,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,19.17284302096565,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79535286,-88.12481796
649,PUG-649,104.78840721,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,46.29606852919811,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79521656,-88.12501975
650,PUG-650,1086.1292051,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,444.06055666789206,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79602324,-88.12306417
651,PUG-651,447.49755568,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,183.06060940967816,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79466388,-88.12567735
652,PUG-652,9.43163372,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,3.857526528625016,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79259867,-88.12758656
653,PUG-653,9.8322131,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,4.020815048071155,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79260653,-88.12764622
654,PUG-654,10.72998017,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,4.388707002709923,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79255175,-88.12757693
655,PUG-655,69.47845441,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,32.514635305222036,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79245601,-88.12768129
656,PUG-656,322.24255093,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,135.68846133911657,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79287424,-88.12795642
657,PUG-657,50.65751794,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,20.756977457281913,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.7933722,-88.12803255
658,PUG-658,835.13705868,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,345.51441917903674,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79353272,-88.12979048
659,PUG-659,1371.43908148,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,569.1050908779,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79316541,-88.13376161
660,PUG-660,1099.48911039,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,452.6016367728808,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.7931849,-88.13807068
661,PUG-661,651.46874948,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,270.1491839272767,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79345262,-88.1411872
662,PUG-662,259.52793397,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,110.62120798595905,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.793914,-88.14280645
663,PUG-663,869.65451656,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,364.4972856078214,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79767501,-88.13546098
664,PUG-664,13.95969679,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,5.699654407476484,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79748655,-88.13908102
665,PUG-665,544.913148,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,233.38110503068933,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79736092,-88.13802489
666,PUG-666,951.26671573,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,397.906729527328,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.7977481,-88.14085286
667,PUG-667,355.32619605,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,145.3444716872533,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79587997,-88.14518161
668,PUG-668,7.38259081,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,3.0242304130275524,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79406336,-88.14628366
669,PUG-669,8.37500215,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,3.43102633314136,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79403839,-88.14623424
670,PUG-670,1058.60915785,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,442.1382328531568,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79380713,-88.14435763
671,PUG-671,111.72662962,RMT004,380,380,OPN,SOIL,3,N,Utility,Distribution,48.669256371782964,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79685271,-88.12748418
672,PUG-672,947.27668074,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,392.2924876996378,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79926746,-88.14199743
673,PUG-673,381.75443565,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,159.2362534248229,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79446684,-88.14634008
674,PUG-674,265.39804441,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,108.64215031703392,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79523674,-88.14591192
675,PUG-675,408.28038448,RMT004,150,150,OPN,SOIL,3,N,Utility,Distribution,167.0226770681627,Electric,Electric,Field Service,Asset Mgmt.,Primary (Underground),41.79632774,-88.14425927
