OBJECTID,MeasuredLe,NominalVol,OperatingV,FeederID,ConductorC,ServiceInd,OWNER,OPERATINGC,Shape_Length,FacilityID,Department,Category,Division,Subdivision,AssetType
629,307.89080118,20,150,RMT001,HOR,N,Utility,Secondary,126.13329949766917,SOH-629,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
630,21.01560507,30,160,RMT001,HOR,N,Utility,Secondary,8.594922409969891,SOH-630,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
631,16.07908677,30,160,RMT001,HOR,NA,Utility,Secondary,6.5638373543450665,SOH-631,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
632,120.47439679,30,160,RMT001,HOR,NA,Utility,Secondary,49.194562684673485,SOH-632,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
633,7.33936067,30,160,RMT001,HOR,N,Utility,Secondary,3.0016734180824276,SOH-633,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
634,31.2074779,30,380,RMT001,HOR,NA,Utility,Secondary,12.787601573667011,SOH-634,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
635,210.54732534,30,380,RMT001,HOR,N,Utility,Secondary,85.96040865862439,SOH-635,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
636,254.83556437,30,380,RMT001,HOR,N,Utility,Secondary,104.0357828723917,SOH-636,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
637,490.51797097,30,160,RMT001,HOR,N,Utility,Secondary,200.97101438423397,SOH-637,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
638,14.71290509,30,160,RMT001,HOR,N,Utility,Secondary,6.012023121078447,SOH-638,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
639,157.32183576,30,160,RMT001,HOR,N,Utility,Secondary,64.40058962281404,SOH-639,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
640,151.45298802,30,160,RMT001,HOR,N,Utility,Secondary,62.05603234580044,SOH-640,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
641,14.69847373,30,160,RMT001,HOR,N,Utility,Secondary,6.000036400735498,SOH-641,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
642,117.30275889,30,160,RMT001,HOR,N,Utility,Secondary,47.88454962970504,SOH-642,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
643,110.36042941,30,160,RMT001,HOR,N,Utility,Secondary,45.05063873057934,SOH-643,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
644,153.12450351,30,160,RMT001,HOR,N,Utility,Secondary,62.509035338901924,SOH-644,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
645,127.51082001,30,160,RMT001,HOR,N,Utility,Secondary,52.22567198878842,SOH-645,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
646,145.26839368,30,160,RMT001,HOR,N,Utility,Secondary,59.502213367193974,SOH-646,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
647,140.83075123,30,160,RMT001,HOR,N,Utility,Secondary,57.68959990407771,SOH-647,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
648,98.25825796,30,160,RMT001,HOR,N,Utility,Secondary,40.24657537166225,SOH-648,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
649,202.6640252,30,160,RMT001,HOR,N,Utility,Secondary,82.72517518200785,SOH-649,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
650,179.67480345,30,160,RMT001,HOR,N,Utility,Secondary,73.61831138275757,SOH-650,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
651,125.34741401,30,160,RMT001,HOR,N,Utility,Secondary,51.3593792397602,SOH-651,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
652,94.78681712,30,160,RMT001,HOR,N,Utility,Secondary,38.83635338357283,SOH-652,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
653,164.0687132,30,160,RMT001,HOR,N,Utility,Secondary,66.98914044747825,SOH-653,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
654,117.57219424,30,160,RMT001,HOR,N,Utility,Secondary,48.17320797038819,SOH-654,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
655,55.44545982,30,160,RMT001,HOR,N,Utility,Secondary,22.638434833697282,SOH-655,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
656,93.51339789,30,160,RMT001,HOR,N,Utility,Secondary,38.17605873743368,SOH-656,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
657,5.99822129,30,160,RMT001,HOR,N,Utility,Secondary,2.4484517551136045,SOH-657,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
658,208.85926624,30,160,RMT001,HOR,N,Utility,Secondary,85.36274164947181,SOH-658,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
659,178.56907213,30,160,RMT001,HOR,N,Utility,Secondary,73.12605250247412,SOH-659,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
660,79.4420857,30,160,RMT001,HOR,N,Utility,Secondary,32.42783089017103,SOH-660,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
661,6.06300646,30,160,RMT001,HOR,N,Utility,Secondary,2.4829223520459864,SOH-661,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
662,167.5122708,30,160,RMT001,HOR,N,Utility,Secondary,68.61309593292874,SOH-662,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
663,15.75530693,30,160,RMT001,HOR,N,Utility,Secondary,6.431422505335742,SOH-663,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
664,7.8963133,30,160,RMT001,HOR,N,Utility,Secondary,3.232031539336137,SOH-664,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
665,7.0556247,30,160,RMT001,HOR,N,Utility,Secondary,2.8801210837360496,SOH-665,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
666,6.07460629,30,160,RMT001,HOR,N,Utility,Secondary,2.479957148231594,SOH-666,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
667,113.49466351,30,160,RMT001,HOR,N,Utility,Secondary,46.48413169396539,SOH-667,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
668,84.04764588,30,160,RMT001,HOR,N,Utility,Secondary,34.38321390561827,SOH-668,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
669,5.99999995,30,160,RMT001,HOR,N,Utility,Secondary,2.4500670303214864,SOH-669,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
670,177.06791229,30,160,RMT001,HOR,N,Utility,Secondary,72.28396170878082,SOH-670,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
671,102.33985656,30,160,RMT001,HOR,N,Utility,Secondary,41.92238968091612,SOH-671,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
672,28.00491029,30,160,RMT001,HOR,NA,Utility,Secondary,11.447949470117578,SOH-672,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
673,18.46561121,30,160,RMT001,HOR,N,Utility,Secondary,7.538104245618224,SOH-673,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
674,75.36895891,30,160,RMT001,HOR,N,Utility,Secondary,30.766216682876,SOH-674,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
675,54.72026275,30,160,RMT001,HOR,N,Utility,Secondary,22.337257394611452,SOH-675,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
676,40.16144033,30,160,RMT001,HOR,N,Utility,Secondary,16.394237397644183,SOH-676,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
677,170.77994046,30,160,RMT001,HOR,N,Utility,Secondary,69.91351246917576,SOH-677,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
678,155.69311838,30,160,RMT001,HOR,N,Utility,Secondary,63.55816132909539,SOH-678,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
679,84.71665555,30,160,RMT001,HOR,N,Utility,Secondary,34.58307053867928,SOH-679,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
680,5.54281499,30,160,RMT001,HOR,N,Utility,Secondary,2.262770991153374,SOH-680,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
681,148.87144972,30,160,RMT001,HOR,N,Utility,Secondary,60.999019097410724,SOH-681,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
682,166.28964908,30,160,RMT001,HOR,N,Utility,Secondary,68.13527043217313,SOH-682,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
683,23.89148471,30,160,RMT001,HOR,N,Utility,Secondary,9.752909888843645,SOH-683,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
684,92.90803024,30,160,RMT001,HOR,N,Utility,Secondary,37.926417257460855,SOH-684,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
685,6.00006853,30,160,RMT001,HOR,N,Utility,Secondary,2.458490550687387,SOH-685,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
686,141.74355049,30,160,RMT001,HOR,N,Utility,Secondary,57.86291632836164,SOH-686,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
687,6.0011435,30,160,RMT001,HOR,N,Utility,Secondary,2.4588806254520463,SOH-687,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
688,26.17373327,30,160,RMT001,HOR,N,Utility,Secondary,10.684350621637673,SOH-688,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
689,6.0255535,30,160,RMT001,HOR,N,Utility,Secondary,2.468510409434139,SOH-689,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
690,6.31636637,30,160,RMT001,HOR,N,Utility,Secondary,2.579138839808574,SOH-690,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
691,151.08107553,30,160,RMT001,HOR,N,Utility,Secondary,61.90317377693364,SOH-691,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
692,181.2890173,30,160,RMT001,HOR,N,Utility,Secondary,74.2784462896091,SOH-692,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
693,121.55824921,30,160,RMT001,HOR,N,Utility,Secondary,49.804706751177285,SOH-693,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
694,96.52845867,30,160,RMT001,HOR,N,Utility,Secondary,39.54929395166155,SOH-694,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
695,84.11807547,30,160,RMT001,HOR,N,Utility,Secondary,34.46464338492467,SOH-695,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
696,47.52353734,30,160,RMT001,HOR,N,Utility,Secondary,19.471035462365965,SOH-696,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
697,140.67039354,30,160,RMT001,HOR,N,Utility,Secondary,57.60781588924972,SOH-697,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
698,145.9914412,30,160,RMT001,HOR,N,Utility,Secondary,59.79652564336581,SOH-698,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
699,86.36713526,30,160,RMT001,HOR,N,Utility,Secondary,35.25765796795418,SOH-699,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
700,123.05325299,30,160,RMT001,HOR,N,Utility,Secondary,50.42107346759025,SOH-700,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
701,122.21854408,30,160,RMT001,HOR,N,Utility,Secondary,50.06871641085129,SOH-701,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
702,82.39106894,30,160,RMT001,HOR,N,Utility,Secondary,33.75659857253101,SOH-702,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
703,98.40327513,30,160,RMT001,HOR,N,Utility,Secondary,40.31731044861197,SOH-703,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
704,97.97516678,30,160,RMT001,HOR,N,Utility,Secondary,40.14219469108951,SOH-704,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
705,118.42181071,30,160,RMT001,HOR,N,Utility,Secondary,48.51967166657698,SOH-705,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
706,98.39659308,30,160,RMT001,HOR,N,Utility,Secondary,40.315578840351364,SOH-706,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
707,99.59497398,30,160,RMT001,HOR,N,Utility,Secondary,40.806690893355984,SOH-707,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
708,96.12185586,30,160,RMT001,HOR,N,Utility,Secondary,39.38403678901338,SOH-708,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
709,102.19527878,30,160,RMT001,HOR,N,Utility,Secondary,41.87319859123633,SOH-709,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
710,105.3050936,30,160,RMT001,HOR,N,Utility,Secondary,43.14748289992432,SOH-710,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
711,122.04595277,30,160,RMT001,HOR,N,Utility,Secondary,50.00708566812884,SOH-711,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
712,112.09173376,30,160,RMT001,HOR,N,Utility,Secondary,45.92727357925229,SOH-712,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
713,99.96864833,30,160,RMT001,HOR,N,Utility,Secondary,40.961864593287835,SOH-713,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
714,6.00000386,30,160,RMT001,HOR,N,Utility,Secondary,2.449327524173388,SOH-714,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
715,108.11855726,30,160,RMT001,HOR,N,Utility,Secondary,44.30111573419286,SOH-715,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
716,6.00000042,30,160,RMT001,HOR,N,Utility,Secondary,2.449379141839286,SOH-716,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
717,100.23290709,30,160,RMT001,HOR,N,Utility,Secondary,41.06976135084846,SOH-717,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
718,76.61156063,30,160,RMT001,HOR,N,Utility,Secondary,31.391014669388387,SOH-718,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
719,6.00001396,30,160,RMT001,HOR,N,Utility,Secondary,2.4492397607457024,SOH-719,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
720,5.91572982,30,160,RMT001,HOR,N,Utility,Secondary,2.414919928484215,SOH-720,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
721,50.87698294,30,160,RMT001,HOR,N,Utility,Secondary,20.846154225364096,SOH-721,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
722,6.00000001,30,160,RMT001,HOR,N,Utility,Secondary,2.449236455580336,SOH-722,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
723,76.08909385,30,160,RMT001,HOR,N,Utility,Secondary,31.176254252051766,SOH-723,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
724,123.41355395,30,160,RMT001,HOR,N,Utility,Secondary,50.56655619195519,SOH-724,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
725,6.05692549,30,160,RMT001,HOR,N,Utility,Secondary,2.4724499943205442,SOH-725,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
726,5.99999999,30,160,RMT001,HOR,N,Utility,Secondary,2.4492455175549366,SOH-726,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
727,98.93567091,30,160,RMT001,HOR,N,Utility,Secondary,40.536194678335484,SOH-727,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
728,90.57353908,30,160,RMT001,HOR,N,Utility,Secondary,37.11009290426241,SOH-728,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
729,5.99999998,30,160,RMT001,HOR,N,Utility,Secondary,2.449155612292958,SOH-729,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
730,99.26480558,30,160,RMT001,HOR,N,Utility,Secondary,40.67037690861392,SOH-730,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
731,6.00000354,30,160,RMT001,HOR,N,Utility,Secondary,2.4491553243140873,SOH-731,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
732,107.66820585,30,160,RMT001,HOR,N,Utility,Secondary,44.11311042832344,SOH-732,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
733,121.08269008,30,160,RMT001,HOR,N,Utility,Secondary,49.60437862314716,SOH-733,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
734,6.0148976,30,160,RMT001,HOR,N,Utility,Secondary,2.4552930833276245,SOH-734,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
735,6,30,160,RMT001,HOR,N,Utility,Secondary,2.449418886814523,SOH-735,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
736,131.89467544,30,160,RMT001,HOR,N,Utility,Secondary,54.04378815093877,SOH-736,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
737,100.75736385,30,160,RMT001,HOR,N,Utility,Secondary,41.28461038606714,SOH-737,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
738,99.94073539,30,160,RMT001,HOR,N,Utility,Secondary,40.949836986194235,SOH-738,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
739,111.01698368,30,160,RMT001,HOR,N,Utility,Secondary,45.48780165221822,SOH-739,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
740,101.82452298,30,160,RMT001,HOR,N,Utility,Secondary,41.72092444479742,SOH-740,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
741,119.94566783,30,160,RMT001,HOR,N,Utility,Secondary,49.14508726654746,SOH-741,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
742,98.7545345,30,160,RMT001,HOR,N,Utility,Secondary,40.46210240300919,SOH-742,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
743,93.4980381,30,160,RMT001,HOR,N,Utility,Secondary,38.30815742254346,SOH-743,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
744,112.64961664,30,160,RMT001,HOR,N,Utility,Secondary,46.15493958275591,SOH-744,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
745,98.04051556,30,160,RMT001,HOR,N,Utility,Secondary,40.16867909526286,SOH-745,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
746,105.6957786,30,160,RMT001,HOR,N,Utility,Secondary,43.304900023048994,SOH-746,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
747,115.39156201,30,160,RMT001,HOR,N,Utility,Secondary,47.274985136072374,SOH-747,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
748,6,30,160,RMT001,HOR,N,Utility,Secondary,2.449368958032346,SOH-748,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
749,6.00005408,30,160,RMT001,HOR,N,Utility,Secondary,2.4493373634847413,SOH-749,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
750,120.14624079,30,160,RMT001,HOR,N,Utility,Secondary,49.22975804279151,SOH-750,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
751,100.35243243,30,160,RMT001,HOR,N,Utility,Secondary,41.119022048626434,SOH-751,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
752,6.01435891,30,160,RMT001,HOR,N,Utility,Secondary,2.4551305731681423,SOH-752,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
753,108.31934474,30,160,RMT001,HOR,N,Utility,Secondary,44.38330007711663,SOH-753,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
754,6.00764195,30,160,RMT001,HOR,N,Utility,Secondary,2.4523337334278548,SOH-754,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
755,101.7141411,30,160,RMT001,HOR,N,Utility,Secondary,41.676290208776756,SOH-755,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
756,6.01262615,30,160,RMT001,HOR,N,Utility,Secondary,2.454369296808305,SOH-756,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
757,101.13049303,30,160,RMT001,HOR,N,Utility,Secondary,41.43672185006395,SOH-757,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
758,100.37157452,30,160,RMT001,HOR,N,Utility,Secondary,41.1253336027389,SOH-758,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
759,6.00756387,30,160,RMT001,HOR,N,Utility,Secondary,2.452268446458751,SOH-759,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
760,6.00931797,30,160,RMT001,HOR,N,Utility,Secondary,2.4529884320707747,SOH-760,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
761,97.90547248,30,160,RMT001,HOR,N,Utility,Secondary,40.11441700279113,SOH-761,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
762,6.00810203,30,160,RMT001,HOR,N,Utility,Secondary,2.4524230186081066,SOH-762,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
763,6.00289357,30,160,RMT001,HOR,N,Utility,Secondary,2.4503986792575443,SOH-763,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
764,97.89753512,30,160,RMT001,HOR,N,Utility,Secondary,40.11043040607267,SOH-764,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
765,97.52700749,30,160,RMT001,HOR,N,Utility,Secondary,39.958405336794726,SOH-765,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
766,6.0415977,30,160,RMT001,HOR,N,Utility,Secondary,2.466189620037422,SOH-766,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
767,6.00000731,30,160,RMT001,HOR,N,Utility,Secondary,2.449015625065494,SOH-767,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
768,100.38820336,30,160,RMT001,HOR,N,Utility,Secondary,41.13025547797401,SOH-768,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
769,126.09158994,30,160,RMT001,HOR,N,Utility,Secondary,51.65725519807975,SOH-769,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
770,6.52478917,30,160,RMT001,HOR,N,Utility,Secondary,2.6639937433703325,SOH-770,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
771,278.65951648,30,160,RMT001,HOR,N,Utility,Secondary,114.1813278643341,SOH-771,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
772,104.94552768,30,160,RMT001,HOR,N,Utility,Secondary,43.00107310100983,SOH-772,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
773,99.06848407,30,160,RMT001,HOR,N,Utility,Secondary,40.591949162588485,SOH-773,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
774,113.79010464,30,160,RMT001,HOR,N,Utility,Secondary,46.62382298106893,SOH-774,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
775,119.96313198,30,160,RMT001,HOR,N,Utility,Secondary,49.152130036328096,SOH-775,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
776,99.05856826,30,160,RMT001,HOR,N,Utility,Secondary,40.586845297271324,SOH-776,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
777,6.00004783,30,160,RMT001,HOR,N,Utility,Secondary,2.4491497467801038,SOH-777,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
778,97.99058655,30,160,RMT001,HOR,N,Utility,Secondary,40.148985132459956,SOH-778,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
779,48.27684078,30,160,RMT001,HOR,N,Utility,Secondary,19.78019126816439,SOH-779,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
780,6.00004055,30,160,RMT001,HOR,N,Utility,Secondary,2.449236455826434,SOH-780,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
781,94.06635032,30,160,RMT001,HOR,N,Utility,Secondary,38.54176020731391,SOH-781,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
782,6.05612806,30,160,RMT001,HOR,N,Utility,Secondary,2.4722544395747756,SOH-782,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
783,94.68203781,30,160,RMT001,HOR,N,Utility,Secondary,38.79415987420446,SOH-783,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
784,48.73540946,30,160,RMT001,HOR,N,Utility,Secondary,19.968472229072457,SOH-784,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
785,101.14434376,30,160,RMT001,HOR,N,Utility,Secondary,41.44227621600872,SOH-785,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
786,6.42488382,30,160,RMT001,HOR,N,Utility,Secondary,2.623940724922052,SOH-786,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
787,102.20454647,30,160,RMT001,HOR,N,Utility,Secondary,41.877336995332826,SOH-787,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
788,5.50057831,30,160,RMT001,HOR,N,Utility,Secondary,2.245456785296067,SOH-788,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
789,6.22298471,30,160,RMT001,HOR,N,Utility,Secondary,2.5410363031536187,SOH-789,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
790,99.21162635,30,160,RMT001,HOR,N,Utility,Secondary,40.65115260468226,SOH-790,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
791,102.68468176,30,160,RMT001,HOR,N,Utility,Secondary,42.074009272063115,SOH-791,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
792,105.24025853,30,160,RMT001,HOR,N,Utility,Secondary,43.12150086629271,SOH-792,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
793,100.00404355,30,160,RMT001,HOR,N,Utility,Secondary,40.97645333029912,SOH-793,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
794,6.00016174,30,160,RMT001,HOR,N,Utility,Secondary,2.4494232400982834,SOH-794,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
795,6.0000423,30,160,RMT001,HOR,N,Utility,Secondary,2.449411482652033,SOH-795,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
796,44.28910601,30,380,RMT001,HOR,Y,Utility,Service,18.12527327591014,SOH-796,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
797,99.20540961,30,160,RMT001,HOR,N,Utility,Secondary,40.64160801758866,SOH-797,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
798,75.84816777,30,160,RMT001,HOR,N,Utility,Secondary,31.072008970183834,SOH-798,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
799,108.04691456,30,160,RMT001,HOR,N,Utility,Secondary,44.26371548338118,SOH-799,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
800,68.60971411,30,160,RMT001,HOR,N,Utility,Secondary,28.108754639458038,SOH-800,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
801,98.75510281,30,160,RMT001,HOR,N,Utility,Secondary,40.4560998156595,SOH-801,Electric,Electric,Field Service,Asset Mgmt.,Secondary (Overhead)
